Date,Time,Hr_(%),Rg_(W/m2),Rg(MJ/d/m²),Tair_(°C),Vv_(m/s)
6/14/2013,00:00:00,71.5999984741,3.2790000439,0.2833056038,19.3600006104,0.3959999979
6/14/2013,00:30:00,75.9000015259,3.25,0.2808,18.5499992371,0.248999998
6/14/2013,01:00:00,76.8000030518,3.256000042,0.2813184036,18.2900009155,0.3190000057
6/14/2013,01:30:00,77.1999969482,3.256000042,0.2813184036,18.1200008392,0.3779999912
6/14/2013,02:00:00,78.3000030518,3.2379999161,0.2797631927,17.7700004578,0.5630000234
6/14/2013,02:30:00,80.1999969482,3.242000103,0.2801088089,17.3500003815,0.8309999704
6/14/2013,03:00:00,81.5,3.2269999981,0.2788127998,17.1299991608,0.7089999914
6/14/2013,03:30:00,82.6999969482,3.2200000286,0.2782080025,16.8500003815,0.4679999948
6/14/2013,04:00:00,83.9000015259,3.2160000801,0.2778624069,16.5799999237,0.6679999828
6/14/2013,04:30:00,84.6999969482,3.253000021,0.2810592018,16.3899993896,0.4309999943
6/14/2013,05:00:00,85.5,3.2509999275,0.2808863937,16.1700000763,0.6389999986
6/14/2013,05:30:00,85.6999969482,4.6620001793,0.4027968155,16.0499992371,0.4740000069
6/14/2013,06:00:00,86.1999969482,25.6599998474,2.2170239868,16.0599994659,0.3300000131
6/14/2013,06:30:00,83.8000030518,93.9000015259,8.1129601318,16.7900009155,0.7680000067
6/14/2013,07:00:00,80.8000030518,192.1000061035,16.5974405273,17.4400005341,1.0939999819
6/14/2013,07:30:00,77.0999984741,299,25.8336,18.5200004578,0.7340000272
6/14/2013,08:00:00,72.3000030518,406.299987793,35.1043189453,19.75,0.5960000157
6/14/2013,08:30:00,65.3199996948,507,43.8048,21.2600002289,0.5379999876
6/14/2013,09:00:00,61.6800003052,604.799987793,52.2547189453,22.3400001526,0.7360000014
6/14/2013,09:30:00,57.6199989319,690.9000244141,59.6937621094,23.4899997711,0.80400002
6/14/2013,10:00:00,52.7799987793,774,66.8736,24.5100002289,1.2419999838
6/14/2013,10:30:00,48.6399993896,839,72.4896,25.0799999237,1.3730000257
6/14/2013,11:00:00,44.5200004578,888,76.7232,25.9300003052,1.800999999
6/14/2013,11:30:00,42.5800018311,922,79.6608,26.9899997711,1.8470000029
6/14/2013,12:00:00,40.8600006104,941,81.3024,27.8700008392,1.8400000334
6/14/2013,12:30:00,36.5800018311,953,82.3392,29.1900005341,2.0590000153
6/14/2013,13:00:00,33.3699989319,957,82.6848,30.1499996185,1.7790000439
6/14/2013,13:30:00,31.0900001526,899,77.6736,31.3299999237,2.0559999943
6/14/2013,14:00:00,29.7099990845,917,79.2288,32.0600013733,1.5809999704
6/14/2013,14:30:00,28.4699993134,889,76.8096,32.7000007629,1.8509999514
6/14/2013,15:00:00,27.7199993134,836,72.2304,33.1500015259,1.4090000391
6/14/2013,15:30:00,26.0799999237,771,66.6144,33.5600013733,1.5549999475
6/14/2013,16:00:00,24.2900009155,693.299987793,59.9011189453,34.1199989319,1.8789999485
6/14/2013,16:30:00,24.6700000763,601.200012207,51.9436810547,34.2900009155,1.5279999971
6/14/2013,17:00:00,23.3799991608,504.3999938965,43.5801594727,34.5400009155,1.8609999418
6/14/2013,17:30:00,22.7700004578,412,35.5968,34.5800018311,1.621999979
6/14/2013,18:00:00,22.4099998474,325.3999938965,28.1145594727,34.6699981689,1.7879999876
6/14/2013,18:30:00,27.3700008392,244.1999969482,21.0988797363,33.0099983215,3.8069999218
6/14/2013,19:00:00,30.8999996185,162.6000061035,14.0486405273,31.2299995422,3.7269999981
6/14/2013,19:30:00,32.5099983215,55.2700004578,4.7753280396,29.7999992371,2.9820001125
6/14/2013,20:00:00,34.3400001526,11.1999998093,0.9676799835,28.3500003815,2.5659999847
6/14/2013,20:30:00,37.0600013733,3.2999999523,0.2851199959,27.2700004578,1.6050000191
6/14/2013,21:00:00,39.5800018311,3.2969999313,0.2848607941,26.4099998474,1.0789999962
6/14/2013,21:30:00,43.75,3.2980000973,0.2849472084,25.3600006104,0.7139999866
6/14/2013,22:00:00,64.0899963379,3.2980000973,0.2849472084,21.8899993896,0.5099999905
6/14/2013,22:30:00,71.5,3.2860000134,0.2839104012,20.1299991608,0.5120000243
6/14/2013,23:00:00,62.8899993896,3.2880001068,0.2840832092,21.0599994659,0.6830000281
6/14/2013,23:30:00,67.7300033569,3.2769999504,0.2831327957,20.0900001526,0.3910000026
6/15/2013,00:00:00,61.4799995422,3.2850000858,0.2838240074,20.6599998474,0.5960000157
6/15/2013,00:30:00,64.0899963379,3.2890000343,0.284169603,19.9699993134,0.4939999878
6/15/2013,01:00:00,71.1999969482,3.257999897,0.2814911911,18.5900001526,0.4189999998
6/15/2013,01:30:00,77.5,3.2430000305,0.2801952026,17.4500007629,0.3089999855
6/15/2013,02:00:00,77.0999984741,3.2430000305,0.2801952026,17.4400005341,0.5479999781
6/15/2013,02:30:00,67.9800033569,3.2799999714,0.2833919975,18.9799995422,0.4959999919
6/15/2013,03:00:00,68.6800003052,3.2660000324,0.2821824028,18.7600002289,0.1819999963
6/15/2013,03:30:00,72.1999969482,3.2400000095,0.2799360008,17.8500003815,0.2349999994
6/15/2013,04:00:00,71.9000015259,3.253000021,0.2810592018,17.5499992371,0.4059999883
6/15/2013,04:30:00,75.1999969482,3.2239999771,0.278553598,17.0100002289,0.0719999969
6/15/2013,05:00:00,78.1999969482,3.2219998837,0.2783807899,16.1900005341,0.398999989
6/15/2013,05:30:00,83.1999969482,4.7670001984,0.4118688171,15.1499996185,0.3379999995
6/15/2013,06:00:00,85,26.8799991608,2.3224319275,15.0399999619,0.1879999936
6/15/2013,06:30:00,83.9000015259,103.9000015259,8.9769601318,16.2800006866,0.2720000148
6/15/2013,07:00:00,75.1999969482,205.6999969482,17.7724797363,18.2999992371,0.7519999743
6/15/2013,07:30:00,71.6999969482,310.299987793,26.8099189453,19.3099994659,0.9179999828
6/15/2013,08:00:00,66.9400024414,414.799987793,35.8387189453,20.4599990845,0.8379999995
6/15/2013,08:30:00,62.7900009155,519.0999755859,44.8502378906,21.3500003815,1.0850000381
6/15/2013,09:00:00,58.0099983215,613,52.9632,22.1399993896,1.425999999
6/15/2013,09:30:00,52.9799995422,703,60.7392,23.3099994659,1.1460000277
6/15/2013,10:00:00,48.1800003052,780,67.392,24.6900005341,1.1130000353
6/15/2013,10:30:00,43.1399993896,845,73.008,26.1800003052,1.4010000229
6/15/2013,11:00:00,39.1399993896,894,77.2416,27.3799991608,1.4559999704
6/15/2013,11:30:00,35.8699989319,932,80.5248,28.5300006866,1.7020000219
6/15/2013,12:00:00,33.7999992371,953,82.3392,29.4599990845,1.6699999571
6/15/2013,12:30:00,30.3600006104,967,83.5488,30.6200008392,1.6649999619
6/15/2013,13:00:00,27.6299991608,970,83.808,31.3099994659,1.7580000162
6/15/2013,13:30:00,24.2600002289,964,83.2896,32.5999984741,1.8109999895
6/15/2013,14:00:00,23.7800006866,941,81.3024,33.4000015259,1.9960000515
6/15/2013,14:30:00,22.6700000763,909,78.5376,34.2200012207,1.6440000534
6/15/2013,15:00:00,22.1399993896,853,73.6992,34.8400001526,1.8090000153
6/15/2013,15:30:00,22.1000003815,783,67.6512,35.0200004578,1.7029999495
6/15/2013,16:00:00,22.0699996948,703,60.7392,35.5,1.493999958
6/15/2013,16:30:00,20.6700000763,613.4000244141,52.9977621094,36.25,1.57099998
6/15/2013,17:00:00,20.3500003815,518.0999755859,44.7638378906,36.2299995422,1.5670000315
6/15/2013,17:30:00,20.2399997711,420.200012207,36.3052810547,36.3400001526,1.9780000448
6/15/2013,18:00:00,20.5599994659,317.8999938965,27.4665594727,36.0800018311,2.3989999294
6/15/2013,18:30:00,23.3799991608,212.1000061035,18.3254405273,34.9099998474,2.992000103
6/15/2013,19:00:00,25.2399997711,120.5,10.4112,33.3300018311,2.0499999523
6/15/2013,19:30:00,26.2399997711,44.7900009155,3.8698560791,31.8500003815,1.7159999609
6/15/2013,20:00:00,27.9300003052,7.1399998665,0.6168959885,30.4099998474,1.9140000343
6/15/2013,20:30:00,30.2000007629,3.2999999523,0.2851199959,28.9799995422,1.2760000229
6/15/2013,21:00:00,32.4500007629,3.2990000248,0.2850336021,27.9099998474,0.6930000186
6/15/2013,21:30:00,40.3600006104,3.2990000248,0.2850336021,25.9500007629,0.9079999924
6/15/2013,22:00:00,43.8199996948,3.2990000248,0.2850336021,25.2000007629,0.4950000048
6/15/2013,22:30:00,53.7400016785,3.2960000038,0.2847744003,23.2700004578,0.5479999781
6/15/2013,23:00:00,57.9900016785,3.2980000973,0.2849472084,22.3600006104,0.67900002
6/15/2013,23:30:00,64.4100036621,3.2880001068,0.2840832092,21.0100002289,0.4889999926
6/16/2013,00:00:00,59.7400016785,3.2899999619,0.2842559967,21.4099998474,0.7900000215
6/16/2013,00:30:00,60.8400001526,3.2920000553,0.2844288048,21.1900005341,0.5519999862
6/16/2013,01:00:00,63.0099983215,3.2869999409,0.2839967949,20.5900001526,0.6439999938
6/16/2013,01:30:00,64.7300033569,3.2809998989,0.2834783913,20.1299991608,0.5849999785
6/16/2013,02:00:00,66.6900024414,3.2820000648,0.2835648056,19.6499996185,0.3470000029
6/16/2013,02:30:00,66.8499984741,3.2929999828,0.2845151985,19.3199996948,0.6690000296
6/16/2013,03:00:00,71.4000015259,3.260999918,0.2817503929,18.1299991608,0.6949999928
6/16/2013,03:30:00,71.0999984741,3.2599999905,0.2816639992,17.8999996185,0.8809999824
6/16/2013,04:00:00,69.9599990845,3.2620000839,0.2818368073,18.1000003815,1.0829999447
6/16/2013,04:30:00,69.6999969482,3.2620000839,0.2818368073,18.2999992371,0.7570000291
6/16/2013,05:00:00,70.5999984741,3.257999897,0.2814911911,18.0300006866,0.7900000215
6/16/2013,05:30:00,70.5999984741,4.6880002022,0.4050432175,17.5300006866,0.9100000262
6/16/2013,06:00:00,70.5999984741,26.25,2.268,17.1700000763,0.9769999981
6/16/2013,06:30:00,69.9899978638,96.9000015259,8.3721601318,17.4400005341,0.67900002
6/16/2013,07:00:00,67.4499969482,197.1999969482,17.0380797363,18.1900005341,1.0310000181
6/16/2013,07:30:00,66.6299972534,305.1000061035,26.3606405273,18.7399997711,1.3619999886
6/16/2013,08:00:00,65.1800003052,411.1000061035,35.5190405273,19.5400009155,1.4509999752
6/16/2013,08:30:00,61.1100006104,511.8999938965,44.2281594727,20.6399993896,1.6770000458
6/16/2013,09:00:00,57.8400001526,599.5999755859,51.8054378906,21.7099990845,1.6749999523
6/16/2013,09:30:00,53.7999992371,695.5999755859,60.0998378906,22.9500007629,1.7730000019
6/16/2013,10:00:00,50.3699989319,775,66.96,24.1700000763,1.3769999743
6/16/2013,10:30:00,47.9799995422,840,72.576,24.9899997711,1.6000000238
6/16/2013,11:00:00,44.2200012207,892,77.0688,26.1100006104,1.6390000582
6/16/2013,11:30:00,39.7599983215,929,80.2656,27.4200000763,1.7990000248
6/16/2013,12:00:00,35.9199981689,952,82.2528,28.4699993134,1.7400000095
6/16/2013,12:30:00,32.6899986267,961,83.0304,29.3500003815,1.800999999
6/16/2013,13:00:00,29.8400001526,960,82.944,30.3600006104,1.9390000105
6/16/2013,13:30:00,29.5400009155,949,81.9936,31.0400009155,1.8730000257
6/16/2013,14:00:00,28.4899997711,924,79.8336,31.7099990845,1.9730000496
6/16/2013,14:30:00,26.9099998474,884,76.3776,32.6199989319,1.8930000067
6/16/2013,15:00:00,25.5400009155,830,71.712,33.5,1.6150000095
6/16/2013,15:30:00,23.9200000763,764,66.0096,34.2900009155,2.2060000896
6/16/2013,16:00:00,23.5100002289,687.5999755859,59.4086378906,34.1800003052,2.5999999046
6/16/2013,16:30:00,23.25,600.799987793,51.9091189453,34.0699996948,2.2839999199
6/16/2013,17:00:00,22.8600006104,509.8999938965,44.0553594727,33.8699989319,2.2019999027
6/16/2013,17:30:00,23.4200000763,409.8999938965,35.4153594727,33.6500015259,1.9950000048
6/16/2013,18:00:00,25.5300006866,302.3999938965,26.1273594727,32.6500015259,3.0309998989
6/16/2013,18:30:00,28.4400005341,201.8000030518,17.4355202637,31.2000007629,2.5190000534
6/16/2013,19:00:00,30.0100002289,109.9000015259,9.4953601318,29.8999996185,2.5360000134
6/16/2013,19:30:00,32.4300003052,38.5900001526,3.3341760132,28.2700004578,2.2030000687
6/16/2013,20:00:00,34.8199996948,6.8369998932,0.5907167908,26.9200000763,1.7589999437
6/16/2013,20:30:00,39.5800018311,3.2990000248,0.2850336021,25.5699996948,1.4129999876
6/16/2013,21:00:00,44.7799987793,3.2980000973,0.2849472084,24.25,0.7570000291
6/16/2013,21:30:00,49.8100013733,3.2939999104,0.2846015923,22.8899993896,0.6970000267
6/16/2013,22:00:00,52.0699996948,3.2969999313,0.2848607941,22.0100002289,0.7239999771
6/16/2013,22:30:00,55.9799995422,3.2969999313,0.2848607941,20.9799995422,0.6380000114
6/16/2013,23:00:00,60.8100013733,3.2880001068,0.2840832092,20.1100006104,0.6159999967
6/16/2013,23:30:00,64.7300033569,3.2869999409,0.2839967949,19.3400001526,0.6539999843
6/17/2013,00:00:00,66.6699981689,3.2780001163,0.2832192101,19.1000003815,0.9779999852
6/17/2013,00:30:00,69.3099975586,3.2780001163,0.2832192101,18.75,1.0920000076
6/17/2013,01:00:00,72.6999969482,3.2690000534,0.2824416046,18.0900001526,1.0870000124
6/17/2013,01:30:00,73.9000015259,3.257999897,0.2814911911,17.8199996948,1.1779999733
6/17/2013,02:00:00,74.8000030518,3.2509999275,0.2808863937,17.5900001526,0.8930000067
6/17/2013,02:30:00,76.1999969482,3.253000021,0.2810592018,17.1800003052,1.0930000544
6/17/2013,03:00:00,79.5999984741,3.2030000687,0.2767392059,16.4899997711,0.9649999738
6/17/2013,03:30:00,82,3.2239999771,0.278553598,16.1100006104,0.8769999743
6/17/2013,04:00:00,84.6999969482,3.2349998951,0.2795039909,15.5500001907,0.7570000291
6/17/2013,04:30:00,86.3000030518,3.253000021,0.2810592018,15.4300003052,1.1050000191
6/17/2013,05:00:00,87.6999969482,3.25,0.2808,15.4799995422,1.2929999828
6/17/2013,05:30:00,87.9000015259,3.7669999599,0.3254687965,15.5200004578,1.1749999523
6/17/2013,06:00:00,87.8000030518,10.6199998856,0.9175679901,15.5500001907,0.9950000048
6/17/2013,06:30:00,87.0999984741,37.8800010681,3.2728320923,15.720000267,1.0310000181
6/17/2013,07:00:00,85.9000015259,96.5,8.3376,15.9799995422,0.9070000052
6/17/2013,07:30:00,83.8000030518,192.1999969482,16.6060797363,16.3899993896,1.0930000544
6/17/2013,08:00:00,81.9000015259,414.8999938965,35.8473594727,16.8199996948,1.0520000458
6/17/2013,08:30:00,77.5,411.200012207,35.5276810547,17.7900009155,1.5379999876
6/17/2013,09:00:00,74.5999984741,554.200012207,47.8828810547,18.1800003052,1.7669999599
6/17/2013,09:30:00,69.8399963379,672.0999755859,58.0694378906,19.2600002289,1.7539999485
6/17/2013,10:00:00,64.7699966431,776,67.0464,20.3400001526,1.3910000324
6/17/2013,10:30:00,60.3800010681,837,72.3168,21.4500007629,1.2589999437
6/17/2013,11:00:00,57.0800018311,893,77.1552,22.4500007629,1.2760000229
6/17/2013,11:30:00,53.2400016785,935,80.784,23.3999996185,1.7109999657
6/17/2013,12:00:00,50.1800003052,930,80.352,24.0699996948,1.6339999437
6/17/2013,12:30:00,47.2000007629,974,84.1536,24.8799991608,1.6920000315
6/17/2013,13:00:00,44.1899986267,975,84.24,25.6299991608,1.6879999638
6/17/2013,13:30:00,40.5999984741,963,83.2032,26.5400009155,1.6579999924
6/17/2013,14:00:00,35.3400001526,936,80.8704,27.5799999237,1.8940000534
6/17/2013,14:30:00,31.25,906,78.2784,28.3199996948,1.9079999924
6/17/2013,15:00:00,29.3799991608,859,74.2176,28.9099998474,2.0490000248
6/17/2013,15:30:00,28.1000003815,796,68.7744,29.1200008392,2.0199999809
6/17/2013,16:00:00,26.6700000763,724,62.5536,29.3199996948,2.4570000172
6/17/2013,16:30:00,27.0200004578,601.700012207,51.9868810547,29.1000003815,2.2730000019
6/17/2013,17:00:00,27.5,547.4000244141,47.2953621094,28.9300003052,2.1519999504
6/17/2013,17:30:00,28.4099998474,442.200012207,38.2060810547,28.7999992371,2.4869999886
6/17/2013,18:00:00,30.2199993134,339.3999938965,29.3241594727,28.3299999237,3.3880000114
6/17/2013,18:30:00,31.9799995422,233.1000061035,20.1398405273,27.4300003052,3.1500000954
6/17/2013,19:00:00,34.0299987793,136.5,11.7936,26.3899993896,3.3180000782
6/17/2013,19:30:00,38.4500007629,48.9399986267,4.2284158813,25.0400009155,2.9100000858
6/17/2013,20:00:00,42.9099998474,6.007999897,0.5190911911,23.9400005341,2.2929999828
6/17/2013,20:30:00,46.7000007629,3.2999999523,0.2851199959,22.9899997711,2.243999958
6/17/2013,21:00:00,50,3.2950000763,0.2846880066,22.1900005341,2.2379999161
6/17/2013,21:30:00,52.8800010681,3.2969999313,0.2848607941,21.4400005341,2.1849999428
6/17/2013,22:00:00,59.7900009155,3.2929999828,0.2845151985,20.3400001526,2.013999939
6/17/2013,22:30:00,63.6899986267,3.2899999619,0.2842559967,19.4799995422,1.2309999466
6/17/2013,23:00:00,65.9599990845,3.2920000553,0.2844288048,18.8999996185,0.9819999933
6/17/2013,23:30:00,68.1800003052,3.2720000744,0.2827008064,18.4099998474,1.0140000582
6/18/2013,00:00:00,71,3.2739999294,0.2828735939,17.8899993896,1.2130000591
6/18/2013,00:30:00,74.5999984741,3.246999979,0.2805407982,17.1800003052,0.8109999895
6/18/2013,01:00:00,77.0999984741,3.2400000095,0.2799360008,16.6200008392,0.5609999895
6/18/2013,01:30:00,77.5999984741,3.2119998932,0.2775167908,16.5699996948,0.8029999733
6/18/2013,02:00:00,76.3000030518,3.243999958,0.2802815964,16.8400001526,1.3619999886
6/18/2013,02:30:00,74.9000015259,3.2490000725,0.2807136063,17.0499992371,1.3170000315
6/18/2013,03:00:00,73.5999984741,3.2509999275,0.2808863937,17.1200008392,1.8220000267
6/18/2013,03:30:00,72.0999984741,3.263999939,0.2820095947,17.2399997711,2.0450000763
6/18/2013,04:00:00,71.6999969482,3.2769999504,0.2831327957,17.1599998474,2.2880001068
6/18/2013,04:30:00,71,3.2730000019,0.2827872002,17.1299991608,2.111000061
6/18/2013,05:00:00,70.3000030518,3.2730000019,0.2827872002,17.0599994659,2.3080000877
6/18/2013,05:30:00,70.5999984741,3.5150001049,0.3036960091,17.0400009155,2.5260000229
6/18/2013,06:00:00,71.5,5.507999897,0.4758911911,16.2600002289,2.6400001049
6/18/2013,06:30:00,72.1999969482,21.1900005341,1.8308160461,15.6499996185,2.3840000629
6/18/2013,07:00:00,70.5999984741,54.5200004578,4.7105280396,15.8699998856,2.5460000038
6/18/2013,07:30:00,67.5100021362,95.9000015259,8.2857601318,16.2000007629,2.6610000134
6/18/2013,08:00:00,64.8600006104,168.3999938965,14.5497594727,16.4500007629,2.5840001106
6/18/2013,08:30:00,63.3600006104,276.299987793,23.8723189453,16.8799991608,2.7430000305
6/18/2013,09:00:00,60.6399993896,417.3999938965,36.0633594727,17.6900005341,2.5250000954
6/18/2013,09:30:00,59.2000007629,587.299987793,50.7427189453,18.2199993134,2.4360001087
6/18/2013,10:00:00,57.0800018311,839,72.4896,18.9200000763,2.242000103
6/18/2013,10:30:00,54.2900009155,885,76.464,20.1299991608,2.0610001087
6/18/2013,11:00:00,52.0800018311,918,79.3152,20.75,2.0150001049
6/18/2013,11:30:00,49.7400016785,979,84.5856,21.3999996185,2.131000042
6/18/2013,12:00:00,46.6300010681,1009,87.1776,22.25,1.8969999552
6/18/2013,12:30:00,44.4900016785,855,73.872,22.7800006866,1.824000001
6/18/2013,13:00:00,41.25,879,75.9456,23.6399993896,1.9759999514
6/18/2013,13:30:00,37.4500007629,1005,86.832,24.1399993896,2.1429998875
6/18/2013,14:00:00,34.2299995422,946,81.7344,24.8500003815,2.1059999466
6/18/2013,14:30:00,31.0100002289,927,80.0928,25.3600006104,2.0580000877
6/18/2013,15:00:00,30.1599998474,873,75.4272,25.9899997711,2.0559999943
6/18/2013,15:30:00,27.3500003815,814,70.3296,26,2.4170000553
6/18/2013,16:00:00,24.6599998474,741,64.0224,26.4599990845,2.3099999428
6/18/2013,16:30:00,21.9200000763,658.5999755859,56.9030378906,26.6599998474,2.3469998837
6/18/2013,17:00:00,20.4099998474,564.200012207,48.7468810547,26.6499996185,2.3229999542
6/18/2013,17:30:00,19.8700008392,461.799987793,39.8995189453,26.7900009155,2.3489999771
6/18/2013,18:00:00,19.7900009155,354.8999938965,30.6633594727,26.6800003052,2.6349999905
6/18/2013,18:30:00,20.2999992371,247.8999938965,21.4185594727,26.3799991608,2.1600000858
6/18/2013,19:00:00,24.0300006866,141.1999969482,12.1996797363,25.7199993134,1.9910000563
6/18/2013,19:30:00,26.5900001526,48.5099983215,4.191263855,24.5499992371,1.9989999533
6/18/2013,20:00:00,29.5900001526,7.1900000572,0.6212160049,23.2700004578,2.0499999523
6/18/2013,20:30:00,33.9099998474,3.2999999523,0.2851199959,21.8299999237,2.2149999142
6/18/2013,21:00:00,38.1800003052,3.2839999199,0.2837375931,20.4899997711,2.007999897
6/18/2013,21:30:00,42.1699981689,3.2880001068,0.2840832092,19.3299999237,2.5160000324
6/18/2013,22:00:00,46.0800018311,3.2829999924,0.2836511993,18.2999992371,2.1530001163
6/18/2013,22:30:00,49.1399993896,3.2720000744,0.2827008064,17.6100006104,1.4479999542
6/18/2013,23:00:00,52.8199996948,3.2780001163,0.2832192101,16.9300003052,0.8299999833
6/18/2013,23:30:00,56.7999992371,3.256000042,0.2813184036,16.0799999237,0.2479999959
6/19/2013,00:00:00,58.5299987793,3.2709999084,0.2826143921,15.6999998093,0.5379999876
6/19/2013,00:30:00,63.9099998474,3.2550001144,0.2812320099,14.7100000381,0.1379999965
6/19/2013,01:00:00,69.4499969482,3.2109999657,0.277430397,13.720000267,0.2179999948
6/19/2013,01:30:00,67.2799987793,3.246999979,0.2805407982,14.1199998856,1.0390000343
6/19/2013,02:00:00,69.9899978638,3.2320001125,0.2792448097,13.5900001526,0.9810000062
6/19/2013,02:30:00,71.9000015259,3.2230000496,0.2784672043,13.1899995804,0.6909999847
6/19/2013,03:00:00,73.4000015259,3.2179999352,0.2780351944,12.9099998474,1.0479999781
6/19/2013,03:30:00,75.0999984741,3.1849999428,0.2751839951,12.4300003052,0.4959999919
6/19/2013,04:00:00,80.5999984741,3.1870000362,0.2753568031,10.75,0.4650000036
6/19/2013,04:30:00,84.1999969482,3.1900000572,0.2756160049,9.6999998093,0.3759999871
6/19/2013,05:00:00,85.6999969482,3.1849999428,0.2751839951,9.1999998093,0.3330000043
6/19/2013,05:30:00,86.5,5.015999794,0.4333823822,9,0.3670000136
6/19/2013,06:00:00,86.8000030518,24.5900001526,2.1245760132,9.1899995804,0.2860000134
6/19/2013,06:30:00,81.4000015259,128.1999969482,11.0764797363,11.4799995422,0.6840000153
6/19/2013,07:00:00,70.9000015259,241.1999969482,20.8396797363,13.5200004578,1.5520000458
6/19/2013,07:30:00,66.3600006104,350.6000061035,30.2918405273,14.7399997711,1.8530000448
6/19/2013,08:00:00,63.4000015259,450.3999938965,38.9145594727,15.7100000381,1.993999958
6/19/2013,08:30:00,60.2999992371,552.700012207,47.7532810547,16.4799995422,2.0680000782
6/19/2013,09:00:00,56.9599990845,653.5,56.4624,17.4400005341,2.2190001011
6/19/2013,09:30:00,53,739,63.8496,18.5200004578,2.1019999981
6/19/2013,10:00:00,48.7999992371,815,70.416,19.5400009155,2.5090000629
6/19/2013,10:30:00,45.4000015259,880,76.032,20.4699993134,2.5250000954
6/19/2013,11:00:00,42.5600013733,924,79.8336,21.4200000763,2.371999979
6/19/2013,11:30:00,39.0999984741,963,83.2032,22.25,2.2460000515
6/19/2013,12:00:00,35.0299987793,988,85.3632,23.1299991608,2.257999897
6/19/2013,12:30:00,32.7099990845,995,85.968,24.0799999237,2.2019999027
6/19/2013,13:00:00,29.2999992371,998,86.2272,25.4300003052,2.3480000496
6/19/2013,13:30:00,28.1299991608,989,85.4496,25.7600002289,2.4749999046
6/19/2013,14:00:00,25.6599998474,967,83.5488,26.9099998474,2.3229999542
6/19/2013,14:30:00,23.7900009155,931,80.4384,27.2700004578,2.371999979
6/19/2013,15:00:00,21.9899997711,882,76.2048,27.9899997711,2.1579999924
6/19/2013,15:30:00,18.8600006104,822,71.0208,28.7199993134,2.7509999275
6/19/2013,16:00:00,16.0100002289,749,64.7136,29.2800006866,2.3880000114
6/19/2013,16:30:00,15.2399997711,663.5999755859,57.3350378906,29.6399993896,2.4660000801
6/19/2013,17:00:00,15.25,569.5,49.2048,29.6399993896,2.3420000076
6/19/2013,17:30:00,15.220000267,465.1000061035,40.1846405273,29.6200008392,2.6710000038
6/19/2013,18:00:00,14.9300003052,361.3999938965,31.2249594727,29.5100002289,2.3199999332
6/19/2013,18:30:00,15.1700000763,252.8000030518,21.8419202637,29.1599998474,2.6089999676
6/19/2013,19:00:00,16.5100002289,152,13.1328,28.75,1.9950000048
6/19/2013,19:30:00,25.3099994659,49.0800018311,4.2405121582,27,2.2699999809
6/19/2013,20:00:00,33.2900009155,7.4899997711,0.6471359802,24.6599998474,2.2190001011
6/19/2013,20:30:00,37.4099998474,3.2990000248,0.2850336021,23.1800003052,2.5520000458
6/19/2013,21:00:00,42.9399986267,3.2869999409,0.2839967949,21.9500007629,2.1740000248
6/19/2013,21:30:00,47.5299987793,3.2909998894,0.2843423904,20.8899993896,1.3459999561
6/19/2013,22:00:00,51.4500007629,3.2929999828,0.2845151985,20.0100002289,1.5520000458
6/19/2013,22:30:00,55.2599983215,3.2869999409,0.2839967949,19.2199993134,1.2549999952
6/19/2013,23:00:00,57.6100006104,3.2809998989,0.2834783913,18.6100006104,0.5659999847
6/19/2013,23:30:00,60.8800010681,3.2939999104,0.2846015923,17.7900009155,0.4269999862
6/20/2013,00:00:00,63.1800003052,3.2760000229,0.283046402,17.2900009155,0.4539999962
6/20/2013,00:30:00,66,3.2769999504,0.2831327957,16.7399997711,0.4530000091
6/20/2013,01:00:00,68.8000030518,3.263999939,0.2820095947,16.1900005341,0.6129999757
6/20/2013,01:30:00,72.5,3.2400000095,0.2799360008,15.5699996948,0.8849999905
6/20/2013,02:00:00,74.5999984741,3.2330000401,0.2793312035,15.2299995422,0.4720000029
6/20/2013,02:30:00,76.3000030518,3.2019999027,0.2766527916,14.8599996567,0.5329999924
6/20/2013,03:00:00,78.5,3.2019999027,0.2766527916,14.1599998474,0.3289999962
6/20/2013,03:30:00,83.0999984741,3.2320001125,0.2792448097,12.8500003815,0.2090000063
6/20/2013,04:00:00,84.9000015259,3.2269999981,0.2788127998,12.1400003433,0.2790000141
6/20/2013,04:30:00,86,3.2409999371,0.2800223946,12.2700004578,0.3019999862
6/20/2013,05:00:00,85.9000015259,3.2309999466,0.2791583954,11.5399999619,0.3429999948
6/20/2013,05:30:00,87.3000030518,4.7969999313,0.4144607941,10.9499998093,0.3549999893
6/20/2013,06:00:00,88.3000030518,25.5200004578,2.2049280396,10.8500003815,0.3319999874
6/20/2013,06:30:00,87.9000015259,107.4000015259,9.2793601318,12.25,0.5139999986
6/20/2013,07:00:00,80.4000015259,214.8000030518,18.5587202637,14.0399999619,1.0909999609
6/20/2013,07:30:00,74.5999984741,324.5,28.0368,15.3800001144,1.1770000458
6/20/2013,08:00:00,70.9000015259,432.1000061035,37.3334405273,16.2999992371,1.3229999542
6/20/2013,08:30:00,67.2600021362,536,46.3104,17.1499996185,1.1080000401
6/20/2013,09:00:00,64.1299972534,629.799987793,54.4147189453,18.1499996185,1.0390000343
6/20/2013,09:30:00,60.9700012207,715,61.776,19.0100002289,1.2589999437
