0;2015.09.20 08:23;1;-81.875;18.5625;19.125;2901;1;0
1;2015.09.20 08:24;1;-81.875;18.625;19.125;2898;1;0
2;2015.09.20 08:25;1;-81.875;18.625;19.125;2898;0;0
3;2015.09.20 08:26;1;-81.875;18.625;19.125;2898;0;0
4;2015.09.20 08:27;1;-81.875;18.625;19.0625;2898;0;0
5;2015.09.20 08:28;1;-81.875;18.625;19.0625;2898;0;0
6;2015.09.20 08:29;1;-81.875;18.625;19.0625;2898;0;0
7;2015.09.20 08:30;1;-81.875;18.625;19.0625;2898;0;0
8;2015.09.20 08:31;1;-81.875;18.625;19.0625;2898;0;0
9;2015.09.20 08:32;1;-81.875;18.75;19.125;2924;1;0
10;2015.09.20 08:33;1;-81.875;18.8125;19.1875;2894;1;0
11;2015.09.20 08:34;1;-81.875;18.8125;19.1875;2894;1;0
12;2015.09.20 08:35;1;-81.875;18.8125;19.1875;2894;1;0
13;2015.09.20 08:36;1;-81.875;18.8125;19.1875;2893;1;0
14;2015.09.20 08:37;1;-81.875;18.8125;19.1875;2892;1;0
15;2015.09.20 08:38;1;-81.875;18.8125;19.1875;2891;1;0
16;2015.09.20 08:39;1;-81.875;18.8125;19.1875;2890;1;0
17;2015.09.20 08:40;1;-81.875;18.75;19.1875;2888;1;0
18;2015.09.20 08:41;1;-81.875;18.75;19.1875;2885;1;0
19;2015.09.20 08:42;1;-81.875;18.75;19.1875;2884;1;0
20;2015.09.20 08:43;1;-81.875;18.75;19.125;2882;1;0
21;2015.09.20 08:44;1;-81.875;18.75;19.1875;2880;1;0
22;2015.09.20 08:45;1;-81.875;18.75;19.1875;2876;1;0
23;2015.09.20 08:46;1;-81.875;18.75;19.1875;2874;1;0
24;2015.09.20 08:47;1;-81.875;18.75;19.1875;2871;1;0
25;2015.09.20 08:48;1;-81.875;18.75;19.1875;2866;1;0
26;2015.09.20 08:49;1;-81.875;18.75;19.1875;2864;1;0
27;2015.09.20 08:50;1;-81.875;18.75;19.1875;2861;1;0
28;2015.09.20 08:51;1;-81.875;18.75;19.1875;2859;1;0
29;2015.09.20 08:52;1;-81.875;18.75;19.1875;2857;1;0
30;2015.09.20 08:53;1;-81.875;18.875;19.1875;2889;1;0
31;2015.09.20 08:54;1;-81.875;19;19.25;2862;1;0
32;2015.09.20 08:55;1;-81.875;19;19.25;2859;1;0
33;2015.09.20 08:56;1;-81.875;19;19.25;2854;1;0
34;2015.09.20 08:57;1;-81.875;18.9375;19.25;2851;1;0
35;2015.09.20 08:58;1;-81.875;18.9375;19.25;2849;1;0
36;2015.09.20 08:59;1;-81.875;18.9375;19.25;2847;1;0
37;2015.09.20 09:00;1;-81.875;18.875;19.25;2842;0;0
38;2015.09.20 09:01;1;-81.875;18.875;19.25;2839;0;0
39;2015.09.20 09:02;1;-81.875;18.875;19.25;2831;0;0
40;2015.09.20 09:03;1;-81.875;18.875;19.25;2827;0;0
41;2015.09.20 09:04;1;-81.875;18.875;19.25;2827;0;0
42;2015.09.20 09:05;1;-81.875;18.875;19.25;2802;0;0
