@E=$000000;&;&93%00.78#93131942;@000000
@E=$000008;D;2013/11/08,15:33:47+04;@000008
@E=$000010;M;01;@000010
@E=$000018;M;01;@000018
@E=$000020;M;01;@000020
@E=$000028;D;2013/11/08,15:45:00+04;@000028
@E=$000030;E;15:45;080;188;188;182;1;@000030
@E=$089B08;E;08:54;B2E;AE2;130;134;1;@089B08
@E=$089B10;E;08:55;B2B;AE2;130;134;1;@089B10
@E=$089B18;E;08:56;B26;AE2;130;134;1;@089B18
@E=$089B20;E;08:57;B23;AE2;12F;134;1;@089B20
@E=$089B28;E;08:58;B21;AE2;12F;134;1;@089B28
@E=$089B30;E;08:59;B1F;AE2;12F;134;1;@089B30
@E=$089B38;E;09:00;B1A;AE2;12E;134;0;@089B38
@E=$089B40;E;09:01;B17;AE2;12E;134;0;@089B40
@E=$089B48;E;09:02;B0F;AE2;12E;134;0;@089B48
@E=$089B50;E;09:03;B0B;AE2;12E;134;0;@089B50
@E=$089B58;E;09:04;B0B;AE2;12E;134;0;@089B58
@E=$089B60;E;09:05;AF2;AE2;12E;134;0;@089B60
@E=$089B68;E;09:06;AE9;AE2;12E;134;0;@089B68
@E=$089B70;E;09:07;AE4;AE2;12E;134;0;@089B70
@E=$089B78;E;09:08;ADA;AE2;12E;134;0;@089B78
@E=$089B80;E;09:09;ACC;AE2;12E;134;0;@089B80
@E=$089B88;E;09:10;AC0;AE2;12E;134;0;@089B88
@E=$089B90;E;09:11;AB5;AE2;12E;134;0;@089B90
@E=$089B98;E;09:12;AAF;AE2;12D;134;0;@089B98
@E=$089BA0;E;09:13;AAF;AE2;12D;134;0;@089BA0
@E=$089BA8;E;09:14;AA8;AE2;12D;134;0;@089BA8
@E=$089BB0;E;09:15;AA4;AE2;12D;134;0;@089BB0
@E=$089BB8;E;09:16;AA0;AE2;12D;134;0;@089BB8
@E=$089BC0;E;09:17;A9C;AE2;12D;134;0;@089BC0
@E=$089BC8;E;09:18;A99;AE2;12D;134;0;@089BC8
@E=$089BD0;E;09:19;A90;AE2;12D;133;0;@089BD0
@E=$089BD8;E;09:20;A8E;AE2;12C;134;0;@089BD8
@E=$089BE0;E;09:21;A88;AE2;12D;133;0;@089BE0
@E=$089BE8;E;09:22;A93;AE2;12C;134;0;@089BE8
@E=$089BF0;E;09:23;A93;AE2;12C;134;0;@089BF0
@E=$089BF8;E;09:24;A90;AE2;12C;133;0;@089BF8
@E=$089C00;E;09:25;A8D;AE2;12C;133;0;@089C00
@E=$089C08;E;09:26;A8A;AE2;12C;133;0;@089C08
@E=$089C10;E;09:27;A88;AE2;12C;133;0;@089C10
@E=$089C18;E;09:28;A92;AE2;12C;133;0;@089C18
@E=$089C20;E;09:29;A9F;AE2;12C;133;0;@089C20
@E=$089C28;E;09:30;A92;AE2;12C;133;0;@089C28
@E=$089C30;E;09:31;A83;AE2;12C;133;0;@089C30
@E=$089C38;E;09:32;A7E;AE2;12C;133;0;@089C38
@E=$089C40;E;09:33;A76;AE2;12C;133;0;@089C40
@E=$089C48;E;09:34;A72;AE2;12C;133;0;@089C48
@E=$089C50;E;09:35;A6E;AE2;12C;133;0;@089C50
@E=$089C58;E;09:36;A6B;AE2;12C;133;0;@089C58
@E=$089C60;E;09:37;A65;AE2;12C;133;0;@089C60
@E=$089C68;E;09:38;A61;AE2;12C;132;0;@089C68
@E=$089C70;E;09:39;A61;AE2;12C;133;0;@089C70
@E=$089C78;E;09:40;A5F;AE2;12C;132;0;@089C78
@E=$089C80;E;09:41;A5D;AE2;12C;132;0;@089C80
@E=$089C88;E;09:42;A5D;AE2;12C;132;0;@089C88
@E=$089C90;E;09:43;A59;AE2;12C;132;0;@089C90
@E=$089C98;E;09:44;A47;AE2;12C;132;0;@089C98
@E=$089CA0;E;09:45;A48;AE2;12C;132;0;@089CA0
@E=$089CA8;E;09:46;A46;AE2;12C;132;0;@089CA8
@E=$089CB0;E;09:47;A41;AE2;12C;132;0;@089CB0
@E=$089CB8;E;09:48;A40;AE2;12C;132;0;@089CB8
@E=$089CC0;E;09:49;A40;AE2;12C;132;0;@089CC0
@E=$089CC8;E;09:50;9DF;AE2;12C;132;0;@089CC8
@E=$089CD0;E;09:51;9D7;AE2;12C;132;0;@089CD0
@E=$089CD8;E;09:52;9DA;AE2;12C;132;0;@089CD8
@E=$089CE0;E;09:53;9D4;AE2;12C;132;0;@089CE0
@E=$089CE8;E;09:54;9D0;AE2;12C;132;0;@089CE8
@E=$089CF0;E;09:55;9CD;AE2;12C;132;0;@089CF0
@E=$089CF8;E;09:56;9CD;AE2;12C;132;0;@089CF8
@E=$089D00;E;09:57;9CD;AE2;12C;132;0;@089D00
@E=$089D08;E;09:58;9C9;AE2;12C;132;0;@089D08
@E=$089D10;E;09:59;9C8;AE2;12C;132;0;@089D10
@E=$089D18;E;10:00;9C5;AE2;12C;132;0;@089D18
@E=$089D20;E;10:01;9CC;AE2;12C;132;0;@089D20
@E=$089D28;E;10:02;9C9;AE2;12C;132;0;@089D28
@E=$089D30;E;10:03;9C4;AE2;12C;132;0;@089D30
@E=$089D38;E;10:04;9C1;AE2;12C;132;0;@089D38
@E=$089D40;E;10:05;9BE;AE2;12C;132;0;@089D40
@E=$089D48;E;10:06;9B6;AE2;12C;132;0;@089D48
@E=$089D50;E;10:07;9B2;AE2;12C;132;0;@089D50
@E=$089D58;E;10:08;9B2;AE2;12C;132;0;@089D58
@E=$089D60;E;10:09;9B0;AE2;12C;132;0;@089D60
@E=$089D68;E;10:10;9AE;AE2;12C;132;0;@089D68
@E=$089D70;E;10:11;9B4;AE2;12C;132;0;@089D70
@E=$089D78;E;10:12;9B0;AE2;12C;132;0;@089D78
@E=$089D80;E;10:13;9B4;AE2;12C;132;0;@089D80
@E=$089D88;E;10:14;9B0;AE2;12C;132;0;@089D88
@E=$089D90;E;10:15;9AC;AE2;12C;132;0;@089D90
@E=$089D98;E;10:16;9A9;AE2;12C;132;0;@089D98
@E=$089DA0;E;10:17;9A7;AE2;12C;132;0;@089DA0
@E=$089DA8;E;10:18;9A8;AE2;12C;132;0;@089DA8
@E=$089DB0;E;10:19;9A4;AE2;12C;132;0;@089DB0
@E=$089DB8;E;10:20;9AE;AE2;12C;132;0;@089DB8
@E=$089DC0;E;10:21;9AA;AE2;12C;132;0;@089DC0
@E=$089DC8;E;10:22;9A8;AE2;12C;132;0;@089DC8
@E=$089DD0;E;10:23;9A5;AE2;12C;132;0;@089DD0
@E=$089DD8;E;10:24;9A3;AE2;12D;132;0;@089DD8
@E=$089DE0;E;10:25;9A3;AE2;12C;132;0;@089DE0
@E=$089DE8;E;10:26;9A0;AE2;12C;132;0;@089DE8
@E=$089DF0;E;10:27;99F;AE2;12C;132;0;@089DF0
@E=$089DF8;E;10:28;99F;AE2;12D;132;0;@089DF8
@E=$089E00;E;10:29;99D;AE2;12C;132;0;@089E00
@E=$089E08;E;10:30;99B;AE2;12C;132;0;@089E08
@E=$089E10;E;10:31;99B;AE2;12D;132;0;@089E10
@E=$089E18;E;10:32;99B;AE2;12C;132;0;@089E18
@E=$089E20;E;10:33;999;AE2;12C;132;0;@089E20
@E=$089E28;E;10:34;998;AE2;12C;132;0;@089E28
@E=$089E30;E;10:35;997;AE2;12D;132;0;@089E30
@E=$089E38;E;10:36;997;AE2;12D;132;0;@089E38
@E=$089E40;E;10:37;990;AE2;12D;132;0;@089E40
@E=$089E48;E;10:38;98D;AE2;12C;132;0;@089E48
@E=$089E50;E;10:39;98C;AE2;12D;132;0;@089E50
@E=$089E58;E;10:40;98A;AE2;12D;132;0;@089E58
@E=$089E60;E;10:41;986;AE2;12C;132;0;@089E60
@E=$089E68;E;10:42;985;AE2;12C;132;0;@089E68
@E=$089E70;E;10:43;985;AE2;12C;132;0;@089E70
@E=$089E78;E;10:44;985;AE2;12D;132;0;@089E78
@E=$089E80;E;10:45;983;AE2;12D;132;0;@089E80
@E=$089E88;E;10:46;982;AE2;12D;132;0;@089E88
@E=$089E90;E;10:47;981;AE2;12D;132;0;@089E90
@E=$089E98;E;10:48;980;AE2;12D;132;0;@089E98
@E=$089EA0;E;10:49;97F;AE2;12D;132;0;@089EA0
@E=$089EA8;E;10:50;97E;AE2;12D;132;0;@089EA8
@E=$089EB0;E;10:51;97C;AE2;12D;132;0;@089EB0
@E=$089EB8;E;10:52;976;AE2;12D;132;0;@089EB8
@E=$089EC0;E;10:53;974;AE2;12D;132;0;@089EC0
@E=$089EC8;E;10:54;973;AE2;12D;132;0;@089EC8
@E=$089ED0;E;10:55;96F;AE2;12D;132;0;@089ED0
@E=$089ED8;E;10:56;96E;AE2;12D;132;0;@089ED8
@E=$089EE0;E;10:57;96E;AE2;12D;132;0;@089EE0
@E=$089EE8;E;10:58;96C;AE2;12D;132;0;@089EE8
@E=$089EF0;E;10:59;96B;AE2;12D;132;0;@089EF0
@E=$089EF8;E;11:00;96A;AE2;12D;132;0;@089EF8
@E=$089F00;E;11:01;969;AE2;12D;132;0;@089F00
@E=$089F08;E;11:02;968;AE2;12D;132;0;@089F08
@E=$089F10;E;11:03;962;AE2;12D;132;0;@089F10
@E=$089F18;E;11:04;961;AE2;12D;132;0;@089F18
@E=$089F20;E;11:05;95F;AE2;12D;132;0;@089F20
@E=$089F28;E;11:06;95F;AE2;12D;132;0;@089F28
@E=$089F30;E;11:07;95E;AE2;12D;132;0;@089F30
@E=$089F38;E;11:08;95C;AE2;12D;132;0;@089F38
@E=$089F40;E;11:09;95C;AE2;12D;132;0;@089F40
@E=$089F48;E;11:10;95D;AE2;12D;132;0;@089F48
@E=$089F50;E;11:11;95B;AE2;12D;132;0;@089F50
@E=$089F58;E;11:12;95B;AE2;12D;132;0;@089F58
@E=$089F60;E;11:13;95A;AE2;12D;132;0;@089F60
@E=$089F68;E;11:14;957;AE2;12D;132;0;@089F68
@E=$089F70;E;11:15;956;AE2;12D;132;0;@089F70
@E=$089F78;E;11:16;955;AE2;12D;132;0;@089F78
@E=$089F80;E;11:17;953;AE2;12D;131;0;@089F80
@E=$089F88;E;11:18;951;AE2;12D;132;0;@089F88
@E=$089F90;E;11:19;950;AE2;12D;132;0;@089F90
@E=$089F98;E;11:20;950;AE2;12D;132;0;@089F98
@E=$089FA0;E;11:21;94E;AE2;12D;132;0;@089FA0
@E=$089FA8;E;11:22;94D;AE2;12D;131;0;@089FA8
@E=$089FB0;E;11:23;94C;AE2;12D;132;0;@089FB0
@E=$089FB8;E;11:24;94C;AE2;12D;132;0;@089FB8
@E=$089FC0;E;11:25;94B;AE2;12D;132;0;@089FC0
@E=$089FC8;E;11:26;94B;AE2;12D;131;0;@089FC8
@E=$089FD0;E;11:27;949;AE2;12D;132;0;@089FD0
@E=$089FD8;E;11:28;948;AE2;12D;131;0;@089FD8
@E=$089FE0;E;11:29;947;AE2;12D;132;0;@089FE0
@E=$089FE8;E;11:30;946;AE2;12D;131;0;@089FE8
@E=$089FF0;E;11:31;944;AE2;12D;131;0;@089FF0
@E=$089FF8;E;11:32;943;AE2;12D;131;0;@089FF8
@E=$08A000;E;11:33;941;AE2;12D;131;0;@08A000
@E=$08A008;E;11:34;940;AE2;12D;131;0;@08A008
@E=$08A010;E;11:35;93C;AE2;12D;131;0;@08A010
@E=$08A018;E;11:36;93C;AE2;12D;131;0;@08A018
@E=$08A020;E;11:37;93C;AE2;12D;131;0;@08A020
@E=$08A028;E;11:38;93B;AE2;12D;131;0;@08A028
@E=$08A030;E;11:39;93A;AE2;12D;131;0;@08A030
@E=$08A038;E;11:40;93A;AE2;12D;131;0;@08A038
@E=$08A040;E;11:41;939;AE2;12D;131;0;@08A040
@E=$08A048;E;11:42;938;AE2;12D;131;0;@08A048
@E=$08A050;E;11:43;937;AE2;12D;131;0;@08A050
@E=$08A058;E;11:44;936;AE2;12D;131;0;@08A058
@E=$08A060;E;11:45;934;AE2;12D;131;0;@08A060
@E=$08A068;E;11:46;933;AE2;12D;131;0;@08A068
@E=$08A070;E;11:47;933;AE2;12D;131;0;@08A070
@E=$08A078;E;11:48;931;AE2;12D;131;0;@08A078
@E=$08A080;E;11:49;92E;AE2;12D;131;0;@08A080
@E=$08A088;E;11:50;92D;AE2;12E;131;0;@08A088
@E=$08A090;E;11:51;92C;AE2;12E;131;0;@08A090
@E=$08A098;E;11:52;92C;AE2;12D;131;0;@08A098
@E=$08A0A0;E;11:53;92A;AE2;12E;131;0;@08A0A0
@E=$08A0A8;E;11:54;92A;AE2;12D;131;0;@08A0A8
@E=$08A0B0;E;11:55;929;AE2;12E;131;0;@08A0B0
@E=$08A0B8;E;11:56;929;AE2;12E;131;0;@08A0B8
@E=$08A0C0;E;11:57;928;AE2;12E;131;0;@08A0C0
@E=$08A0C8;E;11:58;926;AE2;12E;131;0;@08A0C8
@E=$08A0D0;E;11:59;925;AE2;12E;131;0;@08A0D0
@E=$08A0D8;E;12:00;925;AE2;12D;131;0;@08A0D8
@E=$08A0E0;E;12:01;923;AE2;12E;131;0;@08A0E0
@E=$08A0E8;E;12:02;923;AE2;12E;131;0;@08A0E8
@E=$08A0F0;E;12:03;922;AE2;12E;131;0;@08A0F0
@E=$08A0F8;E;12:04;922;AE2;12E;131;0;@08A0F8
@E=$08A100;E;12:05;921;AE2;12E;131;0;@08A100
@E=$08A108;E;12:06;921;AE2;12E;131;0;@08A108
@E=$08A110;E;12:07;920;AE2;12E;131;0;@08A110
@E=$08A118;E;12:08;920;AE2;12D;131;0;@08A118
@E=$08A120;E;12:09;91C;AE2;12E;131;0;@08A120
@E=$08A128;E;12:10;91C;AE2;12D;131;0;@08A128
@E=$08A130;E;12:11;91B;AE2;12E;131;0;@08A130
@E=$08A138;E;12:12;91A;AE2;12E;131;0;@08A138
@E=$08A140;E;12:13;91A;AE2;12E;131;0;@08A140
@E=$08A148;E;12:14;919;AE2;12E;131;0;@08A148
@E=$08A150;E;12:15;919;AE2;12E;131;0;@08A150
@E=$08A158;E;12:16;918;AE2;12D;131;0;@08A158
@E=$08A160;E;12:17;917;AE2;12E;131;0;@08A160
@E=$08A168;E;12:18;917;AE2;12E;131;0;@08A168
@E=$08A170;E;12:19;916;AE2;12E;131;0;@08A170
@E=$08A178;E;12:20;916;AE2;12E;131;0;@08A178
@E=$08A180;E;12:21;915;AE2;12E;131;0;@08A180
@E=$08A188;E;12:22;914;AE2;12E;131;0;@08A188
@E=$08A190;E;12:23;914;AE2;12D;131;0;@08A190
@E=$08A198;E;12:24;91A;AE2;12E;131;0;@08A198
@E=$08A1A0;E;12:25;919;AE2;12E;131;0;@08A1A0
@E=$08A1A8;E;12:26;919;AE2;12E;131;0;@08A1A8
@E=$08A1B0;E;12:27;918;AE2;12E;131;0;@08A1B0
@E=$08A1B8;E;12:28;917;AE2;12E;131;0;@08A1B8
@E=$08A1C0;E;12:29;916;AE2;12E;131;0;@08A1C0
@E=$08A1C8;E;12:30;915;AE2;12E;131;0;@08A1C8
@E=$08A1D0;E;12:31;914;AE2;12E;130;0;@08A1D0
@E=$08A1D8;E;12:32;914;AE2;12E;131;0;@08A1D8
@E=$08A1E0;E;12:33;913;AE2;12E;131;0;@08A1E0
@E=$08A1E8;E;12:34;913;AE2;12D;131;0;@08A1E8
@E=$08A1F0;E;12:35;912;AE2;12E;131;0;@08A1F0
@E=$08A1F8;E;12:36;912;AE2;12D;131;0;@08A1F8
@E=$08A200;E;12:37;911;AE2;12E;131;0;@08A200
@E=$08A208;E;12:38;911;AE2;12E;130;0;@08A208
@E=$08A210;E;12:39;910;AE2;12D;131;0;@08A210
@E=$08A218;E;12:40;910;AE2;12E;130;0;@08A218
@E=$08A220;E;12:41;90F;AE2;12D;131;0;@08A220
@E=$08A228;E;12:42;90F;AE2;12E;130;0;@08A228
@E=$08A230;E;12:43;90E;AE2;12E;130;0;@08A230
@E=$08A238;E;12:44;90E;AE2;12E;130;0;@08A238
@E=$08A240;E;12:45;90D;AE2;12E;131;0;@08A240
@E=$08A248;E;12:46;90C;AE2;12E;131;0;@08A248
@E=$08A250;E;12:47;90B;AE2;12E;131;0;@08A250
@E=$08A258;E;12:48;90A;AE2;12D;130;0;@08A258
@E=$08A260;E;12:49;90A;AE2;12E;131;0;@08A260
@E=$08A268;E;12:50;90A;AE2;12D;131;0;@08A268
@E=$08A270;E;12:51;909;AE2;12E;130;0;@08A270
@E=$08A278;E;12:52;909;AE2;12E;130;0;@08A278
@E=$08A280;E;12:53;908;AE2;12E;131;0;@08A280
@E=$08A288;E;12:54;908;AE2;12E;131;0;@08A288
@E=$08A290;E;12:55;908;AE2;12E;131;0;@08A290
@E=$08A298;E;12:56;907;AE2;12E;131;0;@08A298
@E=$08A2A0;E;12:57;907;AE2;12E;131;0;@08A2A0
@E=$08A2A8;E;12:58;907;AE2;12E;131;0;@08A2A8
@E=$08A2B0;E;12:59;906;AE2;12E;131;0;@08A2B0
@E=$08A2B8;E;13:00;905;AE2;12E;131;0;@08A2B8
@E=$08A2C0;E;13:01;904;AE2;12E;131;0;@08A2C0
@E=$08A2C8;E;13:02;904;AE2;12E;131;0;@08A2C8
@E=$08A2D0;E;13:03;903;AE2;12E;131;0;@08A2D0
@E=$08A2D8;E;13:04;903;AE2;12E;131;0;@08A2D8
@E=$08A2E0;E;13:05;902;AE2;12E;131;0;@08A2E0
@E=$08A2E8;E;13:06;902;AE2;12E;131;0;@08A2E8
@E=$08A2F0;E;13:07;902;AE2;12E;131;0;@08A2F0
@E=$08A2F8;E;13:08;901;AE2;12E;131;0;@08A2F8
@E=$08A300;E;13:09;901;AE2;12E;132;0;@08A300
@E=$08A308;E;13:10;901;AE2;12E;132;0;@08A308
@E=$08A310;E;13:11;900;AE2;12E;132;0;@08A310
@E=$08A318;E;13:12;900;AE2;12E;132;0;@08A318
@E=$08A320;E;13:13;900;AE2;12E;132;0;@08A320
@E=$08A328;E;13:14;900;AE2;12E;132;0;@08A328
@E=$08A330;E;13:15;900;AE2;12E;132;0;@08A330
@E=$08A338;E;13:16;900;AE2;12E;132;0;@08A338
@E=$08A340;E;13:17;8FF;AE2;12E;132;0;@08A340
@E=$08A348;E;13:18;8FE;AE2;12E;132;0;@08A348
@E=$08A350;E;13:19;8FE;AE2;12E;132;0;@08A350
@E=$08A358;E;13:20;8FE;AE2;12E;132;0;@08A358
@E=$08A360;E;13:21;8FD;AE2;12E;132;0;@08A360
@E=$08A368;E;13:22;8FD;AE2;12E;132;0;@08A368
@E=$08A370;E;13:23;8FD;AE2;12E;132;0;@08A370
@E=$08A378;E;13:24;8FC;AE2;12E;132;0;@08A378
@E=$08A380;E;13:25;8FC;AE2;12E;132;0;@08A380
@E=$08A388;E;13:26;8FC;AE2;12E;132;0;@08A388
@E=$08A390;E;13:27;8FC;AE2;12E;132;0;@08A390
@E=$08A398;E;13:28;8FB;AE2;12E;132;0;@08A398
@E=$08A3A0;E;13:29;8FB;AE2;12E;132;0;@08A3A0
@E=$08A3A8;E;13:30;8FB;AE2;12E;132;0;@08A3A8
@E=$08A3B0;E;13:31;8FA;AE2;12E;132;0;@08A3B0
@E=$08A3B8;E;13:32;8FA;AE2;12E;132;0;@08A3B8
@E=$08A3C0;E;13:33;8FA;AE2;12E;132;0;@08A3C0
@E=$08A3C8;E;13:34;8FA;AE2;12E;132;0;@08A3C8
@E=$08A3D0;E;13:35;8FA;AE2;12E;132;0;@08A3D0
@E=$08A3D8;E;13:36;8F9;AE2;12E;132;0;@08A3D8
@E=$08A3E0;E;13:37;8F9;AE2;12E;132;0;@08A3E0
@E=$08A3E8;E;13:38;8F8;AE2;12E;132;0;@08A3E8
@E=$08A3F0;E;13:39;8F8;AE2;12E;132;0;@08A3F0
@E=$08A3F8;E;13:40;8F7;AE2;12E;132;0;@08A3F8
@E=$08A400;E;13:41;8F7;AE2;12E;132;0;@08A400
@E=$08A408;E;13:42;8F6;AE2;12E;132;0;@08A408
@E=$08A410;E;13:43;8F6;AE2;12E;132;0;@08A410
@E=$08A418;E;13:44;8F6;AE2;12E;132;0;@08A418
@E=$08A420;E;13:45;8F5;AE2;12E;132;0;@08A420
@E=$08A428;E;13:46;8F5;AE2;12E;132;0;@08A428
@E=$08A430;E;13:47;8F5;AE2;12E;132;0;@08A430
@E=$08A438;E;13:48;8F5;AE2;12E;132;0;@08A438
@E=$08A440;E;13:49;8F5;AE2;12E;132;0;@08A440
@E=$08A448;E;13:50;8F4;AE2;12F;132;0;@08A448
@E=$08A450;E;13:51;8F4;AE2;12F;132;0;@08A450
@E=$08A458;E;13:52;8F3;AE2;12F;132;0;@08A458
@E=$08A460;E;13:53;8F3;AE2;12F;132;0;@08A460
@E=$08A468;E;13:54;8F2;AE2;12F;132;0;@08A468
@E=$08A470;E;13:55;8F2;AE2;12F;132;0;@08A470
@E=$08A478;E;13:56;8F2;AE2;12F;132;0;@08A478
@E=$08A480;E;13:57;8F2;AE2;12F;132;0;@08A480
@E=$08A488;E;13:58;8F2;AE2;12F;132;0;@08A488
@E=$08A490;E;13:59;8F1;AE2;12F;132;0;@08A490
@E=$08A498;E;14:00;8F1;AE2;12F;132;0;@08A498
@E=$08A4A0;E;14:01;8F1;AE2;12F;132;0;@08A4A0
@E=$08A4A8;E;14:02;8F1;AE2;12F;132;0;@08A4A8
@E=$08A4B0;E;14:03;8F1;AE2;12F;132;0;@08A4B0
@E=$08A4B8;E;14:04;8F0;AE2;12F;132;0;@08A4B8
@E=$08A4C0;E;14:05;8F0;AE2;12F;132;0;@08A4C0
@E=$08A4C8;E;14:06;8F0;AE2;12F;132;0;@08A4C8
@E=$08A4D0;E;14:07;8F0;AE2;12F;132;0;@08A4D0
@E=$08A4D8;E;14:08;8F0;AE2;12F;132;0;@08A4D8
@E=$08A4E0;E;14:09;8EF;AE2;12F;132;0;@08A4E0
@E=$08A4E8;E;14:10;8EF;AE2;12F;132;0;@08A4E8
@E=$08A4F0;E;14:11;8EF;AE2;12F;132;0;@08A4F0
@E=$08A4F8;E;14:12;8EF;AE2;12F;132;0;@08A4F8
@E=$08A500;E;14:13;8EE;AE2;12F;132;0;@08A500
@E=$08A508;E;14:14;8EE;AE2;12F;132;0;@08A508
@E=$08A510;E;14:15;8EE;AE2;12F;132;0;@08A510
@E=$08A518;E;14:16;8ED;AE2;12F;132;0;@08A518
@E=$08A520;E;14:17;8ED;AE2;12F;132;0;@08A520
@E=$08A528;E;14:18;8ED;AE2;12F;132;0;@08A528
@E=$08A530;E;14:19;8ED;AE2;12F;132;0;@08A530
@E=$08A538;E;14:20;8ED;AE2;12F;132;0;@08A538
@E=$08A540;E;14:21;8EC;AE2;12F;132;0;@08A540
@E=$08A548;E;14:22;8EB;AE2;12F;132;0;@08A548
@E=$08A550;E;14:23;8EB;AE2;12F;132;0;@08A550
@E=$08A558;E;14:24;8EB;AE2;12F;132;0;@08A558
@E=$08A560;E;14:25;8EA;AE2;12F;132;0;@08A560
@E=$08A568;E;14:26;8EA;AE2;12F;132;0;@08A568
@E=$08A570;E;14:27;8EA;AE2;12F;132;0;@08A570
@E=$08A578;E;14:28;8EA;AE2;12F;132;0;@08A578
@E=$08A580;E;14:29;8E9;AE2;12F;132;0;@08A580
@E=$08A588;E;14:30;8E9;AE2;12F;132;0;@08A588
@E=$08A590;E;14:31;8E9;AE2;12F;132;0;@08A590
@E=$08A598;E;14:32;8E9;AE2;12F;132;0;@08A598
@E=$08A5A0;E;14:33;8E9;AE2;12F;132;0;@08A5A0
@E=$08A5A8;E;14:34;8E8;AE2;12F;132;0;@08A5A8
@E=$08A5B0;E;14:35;8E8;AE2;12F;132;0;@08A5B0
@E=$08A5B8;E;14:36;8E8;AE2;12F;132;0;@08A5B8
@E=$08A5C0;E;14:37;8E8;AE2;12F;132;0;@08A5C0
@E=$08A5C8;E;14:38;8E7;AE2;12F;132;0;@08A5C8
@E=$08A5D0;E;14:39;8E7;AE2;12F;132;0;@08A5D0
@E=$08A5D8;E;14:40;8E7;AE2;12F;132;0;@08A5D8
@E=$08A5E0;E;14:41;8E7;AE2;12F;132;0;@08A5E0
@E=$08A5E8;E;14:42;8E7;AE2;12F;132;0;@08A5E8
@E=$08A5F0;E;14:43;8E7;AE2;12F;132;0;@08A5F0
@E=$08A5F8;E;14:44;8E6;AE2;12F;132;0;@08A5F8
@E=$08A600;E;14:45;8E6;AE2;12F;132;0;@08A600
@E=$08A608;E;14:46;8E6;AE2;12F;132;0;@08A608
@E=$08A610;E;14:47;8E6;AE2;12F;132;0;@08A610
@E=$08A618;E;14:48;8E6;AE2;12E;132;0;@08A618
@E=$08A620;E;14:49;8E5;AE2;12F;132;0;@08A620
@E=$08A628;E;14:50;8E5;AE2;12F;132;0;@08A628
@E=$08A630;E;14:51;8E5;AE2;12F;132;0;@08A630
