logger,year,doy,hhmm,tension,PARgl_0,PARdif,NET_Sw_0,NET_LW,Temp,HR,R,Pa,incoming PAR,reflected PAR
1,2014,88,2000,1,0,11.42,0,-62.69,11.31,67.44,0,987,1,1
1,2014,88,2030,1,0,3.66,0,-60.85,10.55,70.4,0,988,1,1
1,2014,88,2100,1,0,3.785,0,-51.83,10.19,73.7,0,988,1,1
1,2014,88,2130,1,0,3.622,0,-55.77,9.84,76.1,0,989,1,1
1,2014,88,2200,1,0,3.818,0,-53.98,9.41,79.1,0,989,1,1
1,2014,88,2230,1,0,3.723,0,-63.31,9.03,81.6,0,989,1,1
1,2014,88,2300,1,0,3.72,0,-69.86,8.81,83.1,0,989,1,1
1,2014,88,2330,1,0,3.764,0,-70.3,8.73,83.6,0,990,1,1
1,2014,88,0000,1,0,3.683,0,-70.8,8.13,86.2,0,990,1,1
1,2014,89,0030,1,0,3.812,0,-70.8,7.9,87.4,0,990,1,1
1,2014,89,100,1,0,3.629,0,-70.9,7.64,88.2,0,990,1,1
1,2014,89,130,1,0,3.683,0,-72,7.34,89.7,0,990,1,1
1,2014,89,200,1,0,3.744,0,-73.1,7.51,88.4,0,990,1,1
1,2014,89,230,1,0,3.718,0,-70.7,7.53,88,0,990,1,1
1,2014,89,300,1,0,3.761,0,-55.29,6.943,90.2,0,990,1,1
1,2014,89,330,1,0,3.661,0,-62.19,6.594,92.8,0,990,1,1
1,2014,89,400,1,0,3.657,0,-68.5,6.298,93.7,0,990,1,1
1,2014,89,430,1,0,3.726,0,-67.97,6.377,93.9,0,990,1,1
1,2014,89,500,1,0,3.733,0,-65.86,6.223,94.1,0,990,1,1
1,2014,89,530,1,0,3.667,0,-55.97,6.168,94.4,0,990,1,1
1,2014,89,600,1,0,3.707,0,-52.28,6.035,94.8,0,990,1,1
1,2014,89,630,1,0,3.7,0,-45.23,5.496,95.7,0,990,1,1
1,2014,89,700,1,0,3.797,0,-42.94,5.588,96.2,0,990,1,1
1,2014,89,730,1,26.44,18.52,5.077,-56.32,5.8,95.4,0,991,1,1
1,2014,89,800,1,96.8,84.8,40.43,-34.96,6.107,95.2,0,991,1,1
1,2014,89,830,1,275.2,195.7,121.7,-32.89,6.704,94.3,0,991,1,1
1,2014,89,900,1,296.7,255.5,124.4,-39,7.47,92.5,0,991,1,1
1,2014,89,930,1,518.4,410.6,223,-27.86,8.43,90.2,0,991,1,1
1,2014,89,1000,1,432,402.7,180.2,-17.73,9.28,87.9,0,991,1,1
1,2014,89,1030,1,819,650,348.5,-30.79,10.82,84,0,991,1,1
1,2014,89,1100,1,595.9,557.1,244.7,-26.41,11.69,79.8,0,991,1,1
1,2014,89,1130,1,714,666.6,289.6,-21.48,12.14,78.3,0,991,1,1
1,2014,89,1200,1,824,748,339.8,-25.74,12.62,76.5,0,991,1,1
1,2014,89,1230,1,990,832,405.8,-32.42,13.09,76.7,0,990,1,1
1,2014,89,1300,1,509.6,476.4,199.6,-24.05,12.86,78.4,0.406,990,1,1
1,2014,89,1330,1,584.6,555.7,235,-18.4,12.46,83.7,0,990,1,1
1,2014,89,1400,1,364.8,345.8,138.5,-9.46,11.89,87.6,1.218,990,1,1
1,2014,89,1430,1,616.8,587.4,251.3,-13.37,11.92,92.2,0.203,990,1,1
1,2014,89,1500,1,395.4,377.6,152.8,-6.417,11.17,94.3,1.218,990,1,1
1,2014,89,1530,1,662.4,506.5,264.2,-12.85,11.02,96.4,0.609,990,1,1
1,2014,89,1600,1,764,531.3,305.6,-38.79,12.34,94.4,0.203,990,1,1
1,2014,89,1630,1,276.5,227.3,104.9,-6.188,11.75,93.5,2.639,990,1,1
1,2014,89,1700,1,977,588.2,355.7,-53.53,13.01,88.6,0,989,1,1
1,2014,89,1730,1,535.8,409.6,203.6,-48.74,13.59,85.9,0,989,1,1
1,2014,89,1800,1,421.2,319.6,153.7,-51.14,13.96,80.8,0,989,1,1
1,2014,89,1830,1,85.2,75.3,28.81,-13.89,12.95,84,0,990,1,1
1,2014,89,1900,1,61.89,52.89,19.47,-12.74,12.41,83.7,0.203,990,1,1
1,2014,89,1930,1,26.28,18.54,5.481,-16.6,12.21,83.6,0,990,1,1
1,2014,89,2000,1,0,7.08,0,-14.7,11.77,87,0,991,1,1
1,2014,89,2030,1,0,3.733,0,-7.42,11.18,92.2,0.203,991,1,1
1,2014,89,2100,1,0,3.698,0,-5.253,10.77,93.6,0.406,991,1,1
1,2014,89,2130,1,0,3.79,0,-20.93,10.62,95.4,0,992,1,1
1,2014,89,2200,1,0,3.675,0,-39.69,10.54,96.1,0,992,1,1
1,2014,89,2230,1,0,3.829,0,-20.38,10.39,96.9,0,992,1,1
1,2014,89,2300,1,0,3.696,0,-18.19,10.48,97,0,992,1,1
1,2014,89,2330,1,0,3.679,0,-16.05,10.65,96.8,0,992,1,1
1,2014,89,0000,1,0,3.794,0,-22.16,10.7,96.9,0,992,1,1
1,2014,90,0030,1,0,3.836,0,-13.78,10.63,97.4,0,992,1,1
1,2014,90,100,1,0,3.592,0,-10.52,10.5,97.8,1.015,992,1,1
1,2014,90,130,1,0,3.762,0,-11.05,10.45,98.1,0,992,1,1
1,2014,90,200,1,0,3.909,0,-3.38,10.55,98,1.827,992,1,1
1,2014,90,230,1,0,3.618,0,-6.466,10.59,98.1,0.609,992,1,1
1,2014,90,300,1,0,3.859,0,-17.06,10.45,98.2,0,992,1,1
1,2014,90,330,1,0,3.725,0,-16.76,10.38,98.3,0,991,1,1
1,2014,90,400,1,0,3.835,0,-17.24,10.29,98.1,0,991,1,1
1,2014,90,430,1,0,3.722,0,-18.67,10.23,97.7,0,991,1,1
1,2014,90,500,1,0,3.729,0,-28.34,10.15,97.4,0,990,1,1
1,2014,90,530,1,0,3.779,0,-22.12,10.1,97.6,0,990,1,1
1,2014,90,600,1,0,3.831,0,-10.31,10.08,97.8,0,990,1,1
1,2014,90,630,1,0,3.705,0,-9.57,10.06,98,0,990,1,1
1,2014,90,700,1,0,3.679,0,-10.45,10.06,98,0,990,1,1
1,2014,90,730,1,20.14,12.96,3.588,-10.65,10.07,97.8,0,990,1,1
1,2014,90,800,1,58.51,49.62,22.11,-8.78,10.11,97.8,0,990,1,1
1,2014,90,830,1,99.6,89.8,38.53,-8.03,10.3,97.2,0,990,1,1
1,2014,90,900,1,156.9,145.6,60.95,-8.5,10.58,96.5,0.406,990,1,1
1,2014,90,930,1,345.6,326.5,146.1,-12.53,10.8,97,0.203,990,1,1
1,2014,90,1000,1,432,412.2,181.5,-16.26,11.48,96.3,0,990,1,1
1,2014,90,1030,1,402.8,380.8,167.6,-12.95,12.02,95.3,0,990,1,1
1,2014,90,1100,1,441.5,417.1,181.9,-13.23,12.94,92.1,0,990,1,1
1,2014,90,1130,1,416.1,392.8,169.1,-15.08,13.61,86.2,0,990,1,1
1,2014,90,1200,1,384.7,365.6,147.7,-9.92,12.85,89.6,0.406,990,1,1
1,2014,90,1230,1,545.8,516.1,218.6,-14.61,13.14,90.3,0,989,1,1
1,2014,90,1300,1,1789,969,746,-54.44,14.4,85.8,0,989,1,1
1,2014,90,1330,1,633.2,572.6,259.1,-25.21,14.77,84,0,988,1,1
1,2014,90,1400,1,412.6,373.4,161.8,-18.07,14.3,86.5,0.609,988,1,1
1,2014,90,1430,1,184.3,172.3,65.31,-12.41,13,91.7,1.218,987,1,1
1,2014,90,1500,1,324.2,305.9,129.4,-15.41,13.09,92.2,0.203,987,1,1
1,2014,90,1530,1,98.5,88,28.52,-7.36,12.75,93.1,1.827,987,1,1
1,2014,90,1600,1,618.3,543.4,249.9,-17.3,12.21,91.3,0.609,986,1,1
1,2014,90,1630,1,582.1,531.8,239.8,-25.62,12.82,93,0,986,1,1
1,2014,90,1700,1,316.7,299.4,126.1,-15.89,13.36,92.7,0.203,986,1,1
1,2014,90,1730,1,135.1,123.3,47.75,-9.08,12.88,94.2,0.406,985,1,1
1,2014,90,1800,1,76.2,66.38,25.04,-6.739,12.86,95.3,0.812,985,1,1
1,2014,90,1830,1,105.7,94.5,35.97,-7.68,12.47,95.6,3.045,986,1,1
1,2014,90,1900,1,158.4,141,62.12,-5.892,12.12,95.9,1.015,986,1,1
1,2014,90,1930,1,25.11,17.5,6.123,-5.051,12.2,97.2,0.406,986,1,1
1,2014,90,2000,1,0,7.37,0,-25.95,12.4,96.3,0,986,1,1
1,2014,90,2030,1,0,3.803,0,-32.34,12.39,96.3,0,986,1,1
1,2014,90,2100,1,0,3.903,0,-45.82,12.39,95.8,0,986,1,1
1,2014,90,2130,1,0,3.673,0,-51.69,12.22,95.9,0,986,1,1
1,2014,90,2200,1,0,3.835,0,-25.73,12.13,95.9,0,986,1,1
1,2014,90,2230,1,0,3.864,0,-52.67,11.95,95.2,0,986,1,1
1,2014,90,2300,1,0,3.629,0,-34.96,11.93,93.5,0,986,1,1
1,2014,90,2330,1,0,3.823,0,-39.31,11.99,92.8,0,986,1,1
1,2014,90,0000,1,0,3.822,0,-15.67,11.96,93.3,0,986,1,1
1,2014,91,0030,1,0,3.622,0,-22.63,12.21,92.9,0,986,1,1
1,2014,91,100,1,0,3.807,0,-21.73,12.52,91.5,0,985,1,1
1,2014,91,130,1,0,3.96,0,-15.05,12.59,91.1,0.203,985,1,1
1,2014,91,200,1,0,3.62,0,-9.03,12.34,93.3,0.203,985,1,1
1,2014,91,230,1,0,3.801,0,-7.26,12.15,94.9,1.827,985,1,1
1,2014,91,300,1,0,3.86,0,-15.39,11.76,94.7,0.203,985,1,1
1,2014,91,330,1,0,3.694,0,-21.8,11.37,95.1,0,984,1,1
1,2014,91,400,1,0,3.831,0,-21.38,11.42,95.9,0,984,1,1
1,2014,91,430,1,0,3.748,0,-23,11.58,96.2,0.203,984,1,1
1,2014,91,500,1,0,3.777,0,-20.1,12.01,93.6,0,983,1,1
1,2014,91,530,1,0,3.827,0,-20.16,11.88,92.9,0,983,1,1
1,2014,91,600,1,0,3.635,0,-18.96,11.87,92.5,0,983,1,1
1,2014,91,630,1,0,3.885,0,-7.29,11.37,94.5,2.842,983,1,1
1,2014,91,700,1,0,3.707,0,-4.531,10.66,95.6,2.842,983,1,1
1,2014,91,730,1,0,4.921,0,-4.227,10.8,97.5,1.218,983,1,1
1,2014,91,800,1,21.06,13.7,4.096,-6.375,11.19,96.7,2.03,983,1,1
1,2014,91,830,1,64.05,54.93,21.93,-7.19,10.97,96,1.421,983,1,1
1,2014,91,900,1,116.2,105.8,44.53,-7.37,10.63,95.9,0.203,983,1,1
1,2014,91,930,1,159.8,148.2,62.52,-8.71,10.49,97,0.203,983,1,1
1,2014,91,1000,1,133.5,123,49.71,-4.572,10.7,98.1,0.609,983,1,1
1,2014,91,1030,1,190.8,179.7,71.9,-10.32,10.87,97.8,0.609,983,1,1
1,2014,91,1100,1,277.8,264.1,109.6,-13.23,11.07,96.6,0.203,983,1,1
1,2014,91,1130,1,173.3,162.3,61.74,-9.43,11.08,95.3,1.218,983,1,1
1,2014,91,1200,1,188.3,176.7,67.62,-6.929,10.98,96,1.421,983,1,1
1,2014,91,1230,1,337.7,321.7,131.5,-7.83,11.19,96.7,0.812,983,1,1
1,2014,91,1300,1,530.4,508.1,219,-8.72,11.53,96.6,0.406,982,1,1
1,2014,91,1330,1,334.6,319,130,-9.19,11.45,96.5,0.609,982,1,1
1,2014,91,1400,1,344,328.8,132.1,-7.76,11.31,96.9,0.812,982,1,1
1,2014,91,1430,1,401.8,384.5,158.8,-10.27,11.37,97.2,0.406,981,1,1
1,2014,91,1500,1,229.1,215.2,85.3,-5.862,11.33,95.8,1.015,981,1,1
1,2014,91,1530,1,273.4,259.8,104.4,-8.9,11.49,96,1.218,981,1,1
1,2014,91,1600,1,256.6,243.9,98.7,-10.7,11.12,96.6,1.218,981,1,1
1,2014,91,1630,1,195.4,183.7,73.5,-11.54,10.48,97,0.609,980,1,1
1,2014,91,1700,1,271.7,257.3,108.8,-19.75,10.47,96.3,0.203,980,1,1
1,2014,91,1730,1,231.2,219.1,92.9,-21.27,10.9,95.3,0,980,1,1
1,2014,91,1800,1,144.5,134.3,55.85,-26.29,11.17,94,0,981,1,1
1,2014,91,1830,1,168.5,158.1,68.48,-30.24,11.34,93.1,0,980,1,1
1,2014,91,1900,1,161,137,62.12,-34.79,11.53,93,0,980,1,1
1,2014,91,1930,1,48.42,39.94,18.22,-23.18,11.53,93.4,0,981,1,1
1,2014,91,2000,1,0,6.21,0,-21.33,11.56,92.6,0,981,1,1
1,2014,91,2030,1,0,3.735,0,-13.12,11.51,91.6,0,981,1,1
1,2014,91,2100,1,0,3.873,0,-8.9,10.9,94.8,0.406,981,1,1
1,2014,91,2130,1,0,3.685,0,-7.53,10.67,96.7,0.203,981,1,1
1,2014,91,2200,1,0,3.753,0,-2.528,10.37,97.4,3.654,981,1,1
1,2014,91,2230,1,0,3.742,0,-3.214,10.04,98.1,1.624,982,1,1
1,2014,91,2300,1,0,3.764,0,-7.47,9.97,98.2,0,982,1,1
1,2014,91,2330,1,0,3.862,0,-33.04,9.9,97.2,0,982,1,1
1,2014,91,0000,1,0,3.694,0,-23.31,9.79,96.1,0,982,1,1
1,2014,92,0030,1,0,3.723,0,-21.57,9.77,95.9,0,981,1,1
1,2014,92,100,1,0,3.794,0,-25.21,9.75,95.5,0,981,1,1
1,2014,92,130,1,0,3.768,0,-19.11,9.67,95.3,0,981,1,1
1,2014,92,200,1,0,3.698,0,-15.02,9.61,95.9,0,981,1,1
1,2014,92,230,1,0,3.773,0,-10.27,9.51,96.9,0.203,980,1,1
1,2014,92,300,1,0,3.71,0,-6.945,9.35,98.1,0.406,980,1,1
1,2014,92,330,1,0,3.735,0,-9.59,9.28,98.6,0.203,980,1,1
1,2014,92,400,1,0,3.766,0,-11.73,9.18,98.9,0.203,980,1,1
1,2014,92,430,1,0,3.688,0,-15.37,9.08,99.2,0,979,1,1
1,2014,92,500,1,0,3.859,0,-11.82,9.03,99.2,0.203,979,1,1
1,2014,92,530,1,0,3.692,0,-14.4,8.99,99.3,0,979,1,1
1,2014,92,600,1,0,3.849,0,-21.46,8.95,99.4,0,979,1,1
1,2014,92,630,1,0,3.751,0,-14.62,8.98,99.4,0,979,1,1
1,2014,92,700,1,0,3.842,0,-21.03,9.01,99.3,0,979,1,1
1,2014,92,730,1,25.05,17.43,6.249,-23.97,9.02,99.3,0,979,1,1
1,2014,92,800,1,142.3,110.4,65.81,-27.18,9.13,99.3,0,979,1,1
1,2014,92,830,1,265.6,168.5,113.6,-45.31,9.4,99.1,0,980,1,1
1,2014,92,900,1,655.5,210.2,289.1,-71.1,9.98,98,0,980,1,1
1,2014,92,930,1,1016,247,370.1,-73.2,10.75,94.2,0,980,1,1
1,2014,92,1000,1,917,338.5,397.6,-63,11.32,90.2,0,980,1,1
1,2014,92,1030,1,579.5,407.5,249,-35.42,11.34,88.7,0,980,1,1
1,2014,92,1100,1,1347,434.2,562.4,-64.88,12.28,84.9,0,980,1,1
1,2014,92,1130,1,834,430.7,344.7,-64.43,12.56,80.3,0,980,1,1
1,2014,92,1200,1,1652,565.4,681.3,-69.93,13.77,74.3,0,980,1,1
1,2014,92,1230,1,1239,512,507.7,-71.6,13.89,72.7,0,980,1,1
1,2014,92,1300,1,1502,609.7,604,-72.6,14.6,68.72,0,979,1,1
1,2014,92,1330,1,1419,657.7,573.3,-63.41,14.54,63.5,0,979,1,1
1,2014,92,1400,1,1418,639.5,571.1,-64.13,14.61,61.42,0,979,1,1
1,2014,92,1430,1,1329,841,530.2,-65.79,14.61,59.69,0,979,1,1
1,2014,92,1500,1,786,690.5,323.6,-41.63,12.72,68.97,0,979,1,1
1,2014,92,1530,1,794,516,311.3,-41.26,10.93,83.2,0,980,1,1
1,2014,92,1600,1,632.3,460.5,252.1,-26.26,10.46,88.9,0.203,980,1,1
1,2014,92,1630,1,195.5,181.7,72.6,-9.75,9.6,93,1.218,980,1,1
1,2014,92,1700,1,481,448.8,193.7,-18.46,10.06,93.2,0,980,1,1
1,2014,92,1730,1,235,214.9,92.1,-17.17,10.45,90.8,0.203,980,1,1
1,2014,92,1800,1,612.9,290,203.6,-39.37,11.6,85.9,0,980,1,1
1,2014,92,1830,1,403.6,218.5,128.3,-72.1,11.69,83.6,0,980,1,1
1,2014,92,1900,1,123.7,83.4,33.63,-55.59,10.95,88.1,0,980,1,1
1,2014,92,1930,1,81.5,68.19,33.82,-12.04,10.49,92.2,0.812,980,1,1
1,2014,92,2000,1,27.32,19.44,4.117,-42.73,10.34,93.7,0,981,1,1
1,2014,92,2030,1,0,3.736,0,-46.32,9.99,92.4,0,981,1,1
1,2014,92,2100,1,0,3.648,0,-50.46,9.84,93.8,0,981,1,1
1,2014,92,2130,1,0,3.727,0,-50.5,9.6,93.6,0,982,1,1
1,2014,92,2200,1,0,3.857,0,-48.88,9.35,92.7,0,982,1,1
1,2014,92,2230,1,0,3.688,0,-43.41,9.15,92.4,0,982,1,1
1,2014,92,2300,1,0,3.677,0,-51.83,9.11,91.7,0,982,1,1
1,2014,92,2330,1,0,3.768,0,-56.42,8.86,93.7,0,982,1,1
1,2014,92,0000,1,0,3.722,0,-55.98,8.78,94.5,0,982,1,1
1,2014,93,0030,1,0,3.799,0,-53.16,8.41,95.4,0,982,1,1
1,2014,93,100,1,0,3.677,0,-32.58,8.11,95.7,0,983,1,1
1,2014,93,130,1,0,3.773,0,-31.25,8.08,95.2,0,983,1,1
1,2014,93,200,1,0,3.623,0,-61.24,7.99,95.1,0,983,1,1
1,2014,93,230,1,0,3.707,0,-59.87,7.79,95.8,0,982,1,1
1,2014,93,300,1,0,3.807,0,-46.92,7.61,96.6,0,982,1,1
1,2014,93,330,1,0,3.62,0,-35.84,7.45,97.4,0,982,1,1
1,2014,93,400,1,0,3.74,0,-24.98,7.31,97.7,0,982,1,1
1,2014,93,430,1,0,3.727,0,-8.36,7.28,98,0,982,1,1
1,2014,93,500,1,0,3.662,0,-11.6,7.36,98.1,0,983,1,1
1,2014,93,530,1,0,3.76,0,-6.982,7.39,98,0,983,1,1
1,2014,93,600,1,0,3.701,0,-3.2,7.34,98.2,1.827,983,1,1
1,2014,93,630,1,0,3.794,0,-12.58,7.33,98.5,0.203,983,1,1
1,2014,93,700,1,0,4.02,0,-23.5,7.31,98.8,0,984,1,1
1,2014,93,730,1,27.25,19.6,5.918,-20.97,7.27,99,0,984,1,1
1,2014,93,800,1,119.5,96.6,52.68,-23.95,7.36,99.1,0,985,1,1
1,2014,93,830,1,257.8,220.4,117.8,-19.16,7.85,99.1,0,985,1,1
1,2014,93,900,1,444.8,279.9,172.2,-27.82,8.25,98.9,0,986,1,1
1,2014,93,930,1,931,216.1,391,-61.94,9.06,97.8,0,986,1,1
1,2014,93,1000,1,1094,224,462.4,-80.8,10.21,89.9,0,986,1,1
1,2014,93,1030,1,1269,269,539.7,-80.5,11.1,83.6,0,987,1,1
1,2014,93,1100,1,1223,445.2,518.9,-63.33,11.85,79.4,0,987,1,1
1,2014,93,1130,1,1187,601.3,502.9,-56.56,12.22,75.7,0,988,1,1
1,2014,93,1200,1,1138,555.1,483.6,-54.2,12.71,72.1,0,988,1,1
1,2014,93,1230,1,1356,577.1,571,-60.11,13.11,69.85,0,988,1,1
1,2014,93,1300,1,652.6,413.5,261.8,-26.46,10.16,83.3,1.421,989,1,1
1,2014,93,1330,1,727,348.9,295.7,-37.66,11.36,84.6,1.218,989,1,1
1,2014,93,1400,1,1530,455.7,636.7,-62.02,11.67,83.8,0,989,1,1
1,2014,93,1430,1,1226,542,490.4,-70.2,13.26,74,0,989,1,1
1,2014,93,1500,1,1276,495.1,499.7,-52.79,13.97,69.66,0,989,1,1
1,2014,93,1530,1,1438,470.8,535.2,-78.9,14.81,60.18,0,990,1,1
1,2014,93,1600,1,1499,434.2,555.8,-76.4,14.65,59.59,0,990,1,1
1,2014,93,1630,1,794,455.2,300.5,-50.81,14.03,64.61,0,990,1,1
1,2014,93,1700,1,904,300.2,295.4,-81.7,13.96,62.89,0,991,1,1
1,2014,93,1730,1,852,256.2,265.7,-86.1,14.2,61.41,0,991,1,1
1,2014,93,1800,1,709,276.2,222.8,-71.3,14.16,63.64,0,992,1,1
1,2014,93,1830,1,575.2,244.4,173.2,-68.52,13.97,64.27,0,992,1,1
1,2014,93,1900,1,327.4,176.6,96.2,-63.47,13.68,64.28,0,993,1,1
1,2014,93,1930,1,149.6,90,29.04,-85,12.87,67.76,0,993,1,1
1,2014,93,2000,1,0,21.79,0,-84.3,11.6,71.2,0,994,1,1
1,2014,93,2030,1,0,3.769,0,-84,10.94,74.6,0,994,1,1
1,2014,93,2100,1,0,3.723,0,-83,10.43,78.4,0,995,1,1
1,2014,93,2130,1,0,3.723,0,-80.2,9.89,81.9,0,996,1,1
1,2014,93,2200,1,0,3.751,0,-78.5,9.79,82.8,0,996,1,1
1,2014,93,2230,1,0,3.731,0,-77.4,9.27,85.7,0,996,1,1
1,2014,93,2300,1,0,3.71,0,-75.1,8.66,88.4,0,997,1,1
1,2014,93,2330,1,0,3.725,0,-71.6,8.41,90.1,0,997,1,1
1,2014,93,0000,1,0,3.672,0,-71.5,8.47,90.3,0,997,1,1
1,2014,94,0030,1,0,3.773,0,-71.3,8.55,90.1,0,997,1,1
1,2014,94,100,1,0,3.705,0,-70.8,8.36,90.5,0,998,1,1
1,2014,94,130,1,0,3.723,0,-64.84,7.97,92,0,998,1,1
1,2014,94,200,1,0,3.698,0,-67.09,7.87,92.8,0,998,1,1
1,2014,94,230,1,0,3.709,0,-62.28,7.8,93.4,0,998,1,1
1,2014,94,300,1,0,3.725,0,-62.92,7.74,93.7,0,998,1,1
1,2014,94,330,1,0,3.805,0,-46.33,7.87,93.8,0,998,1,1
1,2014,94,400,1,0,3.64,0,-42.04,7.53,94.9,0,998,1,1
1,2014,94,430,1,0,3.657,0,-38.91,7.44,96.2,0,998,1,1
1,2014,94,500,1,0,3.718,0,-22.78,7.41,96.4,0,998,1,1
1,2014,94,530,1,0,3.764,0,-12.57,7.58,96.3,0,998,1,1
1,2014,94,600,1,0,3.746,0,-11.55,7.8,96.3,0,998,1,1
1,2014,94,630,1,0,3.646,0,-11.78,8.09,95.5,0,998,1,1
1,2014,94,700,1,0,3.838,0,-11.27,8.45,94.6,0,998,1,1
1,2014,94,730,1,19.66,12.31,3.429,-10.81,8.73,93.5,0,999,1,1
1,2014,94,800,1,51.07,42.82,17.13,-10.42,8.83,93.7,0,999,1,1
1,2014,94,830,1,140.7,130,56.67,-10.7,9.15,93.8,0,999,1,1
1,2014,94,900,1,220.8,208.4,88.5,-11.01,9.52,93.9,0,999,1,1
1,2014,94,930,1,365.4,343.1,151.6,-21.44,10.17,92.8,0,999,1,1
1,2014,94,1000,1,479.1,460.2,202.3,-17.37,11.19,89.5,0,999,1,1
1,2014,94,1030,1,426.2,408.6,173.5,-16.25,11.68,87.2,0,1000,1,1
1,2014,94,1100,1,482.5,463.5,192.9,-10.66,11.92,87.4,0,1000,1,1
1,2014,94,1130,1,485.4,461.9,195.4,-15.31,12.41,84.8,0,1000,1,1
1,2014,94,1200,1,418.5,399.2,166.1,-13.22,12.62,85.2,0,1000,1,1
1,2014,94,1230,1,409.7,389.2,160.9,-13.06,12.63,84.9,0,1000,1,1
1,2014,94,1300,1,299.7,284.1,111.1,-6.497,11.98,90,0,1000,1,1
1,2014,94,1330,1,337,320.2,128.2,-4.182,12.03,92.9,0.203,1000,1,1
1,2014,94,1400,1,375.5,356.5,146.5,-4.304,12.23,95.6,0.203,1000,1,1
1,2014,94,1430,1,195.2,182.9,69.68,-4.658,12.33,95.2,0,1000,1,1
1,2014,94,1500,1,171.7,160,59.94,-3.493,12.38,95.2,0,1000,1,1
1,2014,94,1530,1,206,194,75.6,-3.189,12.57,95.3,0.203,999,1,1
1,2014,94,1600,1,168.1,156.9,61.14,-2.331,12.61,96.5,0.203,999,1,1
1,2014,94,1630,1,240.9,226.6,91.9,-2.365,12.75,97.3,0.406,999,1,1
1,2014,94,1700,1,172.6,161,65.11,-2.078,12.93,97.8,0.203,999,1,1
1,2014,94,1730,1,162.3,151.5,61.19,-2.038,13.21,97.9,0,999,1,1
1,2014,94,1800,1,143.1,132.3,54.13,-2.126,13.36,97.4,0.203,1000,1,1
1,2014,94,1830,1,117.9,107.3,43.83,-2.187,13.35,97.3,0.203,1000,1,1
1,2014,94,1900,1,43.25,35.15,13.03,-1.962,13.31,97.5,0.203,1000,1,1
1,2014,94,1930,1,27.24,19.92,6.779,-1.221,13.23,98.1,0.609,1000,1,1
1,2014,94,2000,1,0,4.701,0,-0.76,13.09,98.8,2.233,1000,1,1
1,2014,94,2030,1,0,3.838,0,-0.676,12.91,99.2,2.842,1000,1,1
1,2014,94,2100,1,0,3.77,0,-0.535,12.89,99.4,2.436,1000,1,1
1,2014,94,2130,1,0,3.67,0,-0.542,12.91,99.6,1.421,1000,1,1
1,2014,94,2200,1,0,3.875,0,-0.492,13.02,99.8,0.812,1001,1,1
1,2014,94,2230,1,0,3.792,0,-0.453,13.2,99.9,0.203,1001,1,1
1,2014,94,2300,1,0,3.714,0,-0.432,13.31,99.9,0.203,1001,1,1
1,2014,94,2330,1,0,3.897,0,-0.425,13.35,100,0.406,1001,1,1
1,2014,94,0000,1,0,3.633,0,-0.384,13.39,100,0.203,1001,1,1
1,2014,95,0030,1,0,3.807,0,-0.412,13.43,100,0.609,1001,1,1
1,2014,95,100,1,0,3.916,0,-0.325,13.48,100,0.203,1001,1,1
1,2014,95,130,1,0,3.646,0,-0.172,13.55,100,0,1001,1,1
1,2014,95,200,1,0,3.809,0,-0.108,13.63,100,0.203,1001,1,1
1,2014,95,230,1,0,3.718,0,-0.11,13.66,100,0,1001,1,1
1,2014,95,300,1,0,3.825,0,-0.138,13.68,100,0,1001,1,1
1,2014,95,330,1,0,3.877,0,-0.378,13.7,100,0,1001,1,1
1,2014,95,400,1,0,3.688,0,-0.479,13.7,100,0,1001,1,1
1,2014,95,430,1,0,3.877,0,-0.655,13.69,100,0,1001,1,1
1,2014,95,500,1,0,3.679,0,-0.636,13.69,100,0,1001,1,1
1,2014,95,530,1,0,3.882,0,-0.615,13.69,100,0,1001,1,1
1,2014,95,600,1,0,3.75,0,-0.589,13.69,100,0,1001,1,1
1,2014,95,630,1,0,3.739,0,-0.597,13.67,100,0,1001,1,1
1,2014,95,700,1,0,3.771,0,-0.539,13.68,100,0,1001,1,1
1,2014,95,730,1,17.14,10.02,3.121,-0.502,13.66,100,0,1002,1,1
1,2014,95,800,1,48.63,40.26,16.74,-0.34,13.67,100,0,1002,1,1
1,2014,95,830,1,70.5,61.72,25,-0.09,13.7,100,0.203,1002,1,1
1,2014,95,900,1,120.1,110.7,45.85,-0.436,13.74,100,0,1002,1,1
1,2014,95,930,1,169.2,158.8,67.94,-1.549,13.85,100,0,1003,1,1
1,2014,95,1000,1,265.7,252.3,109.8,-3.767,13.97,100,0,1003,1,1
1,2014,95,1030,1,268.7,254.1,110.6,-4.932,14.05,100,0,1003,1,1
1,2014,95,1100,1,399.9,381.5,168.4,-7.07,14.23,100,0,1003,1,1
1,2014,95,1130,1,445.8,420.4,185.6,-9.12,14.62,100,0,1003,1,1
1,2014,95,1200,1,394,370.7,165,-10.51,14.78,99.8,0,1003,1,1
1,2014,95,1230,1,268.7,250.6,106.9,-9.71,15.32,95.9,0,1003,1,1
1,2014,95,1300,1,287.4,266.8,114.2,-7.25,15.56,93.8,0,1003,1,1
1,2014,95,1330,1,351.2,330.1,138.2,-8.16,15.89,92.4,0,1003,1,1
1,2014,95,1400,1,716,681.8,302.2,-17.51,16.55,88,0,1003,1,1
1,2014,95,1430,1,665.2,632.7,272.8,-17.84,16.83,85.9,0,1003,1,1
1,2014,95,1500,1,414,392.4,164.6,-15.88,17.08,83.3,0,1003,1,1
