logger,year,doy,hhmm,tension,PARgl_0,PARdif,NET_Sw_0,NET_LW,Temp,HR,R,Pa,incoming PAR,reflected PAR
1,2013,354,1630,1,562,136.4,165.9,-99.5,11.42,49.81,0,1011,1,1
1,2013,354,1700,1,348.8,114.8,100,-96.6,11.47,49.33,0,1011,1,1
1,2013,354,1730,1,190.4,88.5,45.44,-91.7,11.08,53.24,0,1012,1,1
1,2013,354,1800,1,71,43.12,10.37,-88,10.32,57.22,0,1012,1,1
1,2013,354,1830,1,0,7.03,0,-83.1,9.37,62.03,0,1012,1,1
1,2013,354,1900,1,0,3.112,0,-82.3,8.77,65.14,0,1012,1,1
1,2013,354,1930,1,0,2.983,0,-81.1,8.04,66.91,0,1012,1,1
1,2013,354,2000,1,0,3.062,0,-80.9,7.37,69.77,0,1012,1,1
1,2013,354,2030,1,0,2.999,0,-78.6,6.697,73.3,0,1012,1,1
1,2013,354,2100,1,0,3.085,0,-75.5,6.432,74.3,0,1012,1,1
1,2013,354,2130,1,0,2.966,0,-73.4,6.178,75.8,0,1013,1,1
1,2013,354,2200,1,0,3.044,0,-73.2,6.183,75.6,0,1013,1,1
1,2013,354,2230,1,0,3.029,0,-74.3,6.066,76.2,0,1013,1,1
1,2013,354,2300,1,0,2.965,0,-74.4,6.024,76.6,0,1013,1,1
1,2013,354,2330,1,0,3.067,0,-73.3,5.541,79.1,0,1013,1,1
1,2013,354,0000,1,0,2.939,0,-71.9,5.143,81.1,0,1013,1,1
1,2013,355,0030,1,0,3.019,0,-68.8,4.796,82.8,0,1013,1,1
1,2013,355,100,1,0,3.05,0,-67.99,4.546,83.9,0,1012,1,1
1,2013,355,130,1,0,2.939,0,-68.25,4.228,84.9,0,1013,1,1
1,2013,355,200,1,0,2.984,0,-66.23,3.373,88.3,0,1013,1,1
1,2013,355,230,1,0,3.038,0,-67.19,3.647,86.8,0,1013,1,1
1,2013,355,300,1,0,3.034,0,-69.06,3.88,84.3,0,1013,1,1
1,2013,355,330,1,0,3.002,0,-68.8,4.014,81.9,0,1012,1,1
1,2013,355,400,1,0,2.975,0,-70.4,4.189,78.4,0,1012,1,1
1,2013,355,430,1,0,3.034,0,-69.8,3.83,78.8,0,1012,1,1
1,2013,355,500,1,0,3.034,0,-69,3.667,78.6,0,1012,1,1
1,2013,355,530,1,0,3.026,0,-67.23,3.446,78.8,0,1012,1,1
1,2013,355,600,1,0,2.965,0,-66.48,3.317,78.7,0,1012,1,1
1,2013,355,630,1,0,3.002,0,-62.29,2.74,81.1,0,1012,1,1
1,2013,355,700,1,0,3.006,0,-60.05,2.761,81.3,0,1012,1,1
1,2013,355,730,1,0,3.03,0,-59.78,2.635,81.6,0,1013,1,1
1,2013,355,800,1,0,2.969,0,-63.52,2.99,79.8,0,1013,1,1
1,2013,355,830,1,0,3.291,0,-66.62,2.951,79.4,0,1013,1,1
1,2013,355,900,1,35.74,22.45,7.97,-67.2,2.698,80.9,0,1013,1,1
1,2013,355,930,1,142.9,80.5,43.83,-70.9,3.443,77.6,0,1013,1,1
1,2013,355,1000,1,289.9,128.2,91.2,-74.4,4.136,76.2,0,1013,1,1
1,2013,355,1030,1,506,164,161.8,-73.3,4.747,75.3,0,1013,1,1
1,2013,355,1100,1,687,249.9,235.7,-73.6,5.908,72.6,0,1013,1,1
1,2013,355,1130,1,805,215.4,266,-83.2,7.3,67.82,0,1013,1,1
1,2013,355,1200,1,905,228.7,312.4,-88.1,8.54,63.23,0,1013,1,1
1,2013,355,1230,1,942,226.9,334.8,-92.7,9.58,56.57,0,1013,1,1
1,2013,355,1300,1,1017,214.6,352.6,-97.4,10.32,52.43,0,1013,1,1
1,2013,355,1330,1,977,211.6,333.8,-100.4,11.38,50.22,0,1012,1,1
1,2013,355,1400,1,1025,209.5,350.8,-102.6,11.79,48.17,0,1012,1,1
1,2013,355,1430,1,1035,197.9,349.2,-104.5,12.2,46.48,0,1011,1,1
1,2013,355,1500,1,995,213.5,323.1,-104.3,13.02,44.16,0,1011,1,1
1,2013,355,1530,1,909,288.5,290.8,-98.4,13.55,42.96,0,1011,1,1
1,2013,355,1600,1,738,286.9,236.7,-94.7,13.46,42.42,0,1011,1,1
1,2013,355,1630,1,411.4,257.4,141,-83.5,13.06,42.35,0,1011,1,1
1,2013,355,1700,1,219.9,184.4,81.8,-68.04,12.33,45.85,0,1011,1,1
1,2013,355,1730,1,115.7,101.2,40.54,-65.53,11.48,51.86,0,1011,1,1
1,2013,355,1800,1,42.04,33.43,8.96,-67.35,10.18,66.57,0,1011,1,1
1,2013,355,1830,1,0,6.251,0,-80.3,9.33,71.6,0,1011,1,1
1,2013,355,1900,1,0,3.003,0,-79.6,8.61,74.4,0,1012,1,1
1,2013,355,1930,1,0,3.042,0,-79.7,8.79,70.7,0,1012,1,1
1,2013,355,2000,1,0,3.096,0,-79.5,8.82,67.28,0,1012,1,1
1,2013,355,2030,1,0,2.985,0,-79.8,8.51,66.78,0,1012,1,1
1,2013,355,2100,1,0,3.203,0,-78.8,8.07,68.64,0,1012,1,1
1,2013,355,2130,1,0,3.025,0,-78.2,7.95,67,0,1012,1,1
1,2013,355,2200,1,0,3.068,0,-78.1,7.62,66.59,0,1012,1,1
1,2013,355,2230,1,0,3.146,0,-76.2,7.01,69.4,0,1012,1,1
1,2013,355,2300,1,0,3.016,0,-75.4,6.489,72.6,0,1012,1,1
1,2013,355,2330,1,0,3.111,0,-75.5,6.161,73.4,0,1012,1,1
1,2013,355,0000,1,0,3.016,0,-75.1,5.888,73.4,0,1012,1,1
1,2013,356,0030,1,0,3.124,0,-75.5,5.817,73.1,0,1012,1,1
1,2013,356,100,1,0,3.087,0,-73.8,5.336,75.3,0,1012,1,1
1,2013,356,130,1,0,3.009,0,-71.3,4.719,78.5,0,1012,1,1
1,2013,356,200,1,0,3.07,0,-71.2,4.405,80.5,0,1012,1,1
1,2013,356,230,1,0,3.11,0,-71.3,4.209,82,0,1012,1,1
1,2013,356,300,1,0,3.063,0,-69.45,4.04,82.7,0,1012,1,1
1,2013,356,330,1,0,3.013,0,-67.57,3.443,85,0,1012,1,1
1,2013,356,400,1,0,3.078,0,-66.85,3.239,86.5,0,1012,1,1
1,2013,356,430,1,0,3.065,0,-68.3,3.785,83.1,0,1012,1,1
1,2013,356,500,1,0,3.047,0,-67.09,3.068,86,0,1012,1,1
1,2013,356,530,1,0,3.073,0,-67.24,3.072,85.7,0,1012,1,1
1,2013,356,600,1,0,3.089,0,-66.14,3.004,85.7,0,1012,1,1
1,2013,356,630,1,0,3.117,0,-59.64,2.962,85.3,0,1012,1,1
1,2013,356,700,1,0,3.045,0,-54.41,2.513,86.9,0,1011,1,1
1,2013,356,730,1,0,3.047,0,-61.23,2.758,85.7,0,1012,1,1
1,2013,356,800,1,0,3.075,0,-63.03,2.248,87.5,0,1012,1,1
1,2013,356,830,1,0,3.332,0,-62.43,1.801,89.7,0,1012,1,1
1,2013,356,900,1,34.98,22.38,6.095,-60.09,1.613,90.4,0,1012,1,1
1,2013,356,930,1,152,71.4,42.04,-63.58,2.231,87.8,0,1012,1,1
1,2013,356,1000,1,328.5,110.8,98.8,-67.08,3.49,82.9,0,1012,1,1
1,2013,356,1030,1,508.5,134,156.8,-71.4,4.655,79.8,0,1012,1,1
1,2013,356,1100,1,680.1,151.6,214.1,-74.5,5.996,76.8,0,1013,1,1
1,2013,356,1130,1,828,163.4,264.9,-76.8,6.554,75.2,0,1013,1,1
1,2013,356,1200,1,911,181,306.2,-80.4,7.95,73.2,0,1013,1,1
1,2013,356,1230,1,985,175.2,336.3,-83.3,9.12,69.61,0,1012,1,1
1,2013,356,1300,1,1060,181.3,355.2,-84.7,9.94,62.66,0,1012,1,1
1,2013,356,1330,1,1129,216.7,379,-83.2,10.94,59.16,0,1012,1,1
1,2013,356,1400,1,1074,216.7,359.3,-85.8,12.2,54.44,0,1011,1,1
1,2013,356,1430,1,943,468.3,333.2,-58.87,12.87,52.87,0,1011,1,1
1,2013,356,1500,1,581.1,484.8,208.8,-51.91,12.35,55.29,0,1010,1,1
1,2013,356,1530,1,972,360.4,306,-74,13.24,52.68,0,1010,1,1
1,2013,356,1600,1,765,286,241.4,-65.39,13.99,49.62,0,1010,1,1
1,2013,356,1630,1,303.3,278.9,115.4,-32.07,12.6,52.72,0,1010,1,1
1,2013,356,1700,1,189.8,177.8,72.6,-29.72,12.29,54.24,0,1010,1,1
1,2013,356,1730,1,121.8,106.9,41.78,-40.61,11.95,57.21,0,1010,1,1
1,2013,356,1800,1,46.04,36.26,9.15,-52.09,11.58,56.34,0,1010,1,1
1,2013,356,1830,1,0,5.81,0,-20.95,10.86,66.3,0,1010,1,1
1,2013,356,1900,1,0,3.186,0,-24.47,10.36,76.1,0,1010,1,1
1,2013,356,1930,1,0,3.087,0,-26.33,10.07,78,0,1011,1,1
1,2013,356,2000,1,0,3.057,0,-46.93,9.79,79.1,0,1011,1,1
1,2013,356,2030,1,0,3.288,0,-18.67,9.44,80.3,0,1011,1,1
1,2013,356,2100,1,0,3.051,0,-39.11,9.7,72.9,0,1011,1,1
1,2013,356,2130,1,0,3.166,0,-51.53,9.71,68.88,0,1010,1,1
1,2013,356,2200,1,0,3.218,0,-29.42,9.67,66.66,0,1010,1,1
1,2013,356,2230,1,0,2.962,0,-24.88,9.05,70.5,0,1010,1,1
1,2013,356,2300,1,0,3.061,0,-19.68,8.73,74.2,0,1010,1,1
1,2013,356,2330,1,0,3.211,0,-33.78,8.29,76.9,0,1010,1,1
1,2013,356,0000,1,0,3.092,0,-46.65,8.11,76.9,0,1010,1,1
1,2013,357,0030,1,0,3.053,0,-48.04,7.86,78.4,0,1010,1,1
1,2013,357,100,1,0,3.155,0,-30.02,7.91,77,0,1010,1,1
1,2013,357,130,1,0,3.059,0,-48.9,7.8,77,0,1010,1,1
1,2013,357,200,1,0,3.157,0,-40.73,7.63,77.9,0,1009,1,1
1,2013,357,230,1,0,3.003,0,-54.55,7.23,79.4,0,1009,1,1
1,2013,357,300,1,0,3.166,0,-56.23,6.53,81.9,0,1009,1,1
1,2013,357,330,1,0,3.007,0,-33.83,6.242,83.3,0,1009,1,1
1,2013,357,400,1,0,3.168,0,-34.52,6.265,83.3,0,1009,1,1
1,2013,357,430,1,0,3.092,0,-32.31,5.643,86.3,0,1009,1,1
1,2013,357,500,1,0,3.092,0,-11.97,5.618,87.1,0,1009,1,1
1,2013,357,530,1,0,3.027,0,-14.76,5.703,86.7,0,1008,1,1
1,2013,357,600,1,0,3.135,0,-30.34,5.307,88.8,0,1008,1,1
1,2013,357,630,1,0,3.029,0,0.816,5.166,89.9,0,1008,1,1
1,2013,357,700,1,0,3.064,0,1.843,5.062,90.4,0,1008,1,1
1,2013,357,730,1,0,3.124,0,-0.079,5.166,90.3,0,1008,1,1
1,2013,357,800,1,0,3.135,0,1.754,5.168,90.5,0,1007,1,1
1,2013,357,830,1,0,3.061,0,0.823,5.126,91.6,0,1008,1,1
1,2013,357,900,1,0,8.96,0,0.995,5.189,92.8,0,1008,1,1
1,2013,357,930,1,57.04,48.6,18.99,0.14,5.248,92.8,0,1008,1,1
1,2013,357,1000,1,127.3,117.3,49.57,0.805,5.419,91.7,0,1008,1,1
1,2013,357,1030,1,197.8,187.1,79.5,1.427,5.954,90.6,0,1008,1,1
1,2013,357,1100,1,266.3,254,107.3,0.165,6.899,88.9,0,1008,1,1
1,2013,357,1130,1,417.9,372.1,161.8,-15.59,7.86,89.9,0,1008,1,1
1,2013,357,1200,1,502.2,440,196.7,-29.06,9.52,86.6,0,1008,1,1
1,2013,357,1230,1,457,433.4,184,-18.81,10.68,84.5,0,1007,1,1
1,2013,357,1300,1,279.5,266,113.2,-8.63,11.03,85.1,0,1006,1,1
1,2013,357,1330,1,242.7,230.9,93.5,-7.68,11.24,85.9,0,1006,1,1
1,2013,357,1400,1,238.9,226.8,90.3,-3.096,11.05,91.5,0.203,1005,1,1
1,2013,357,1430,1,261.1,247.4,103.5,-3.713,11.21,94.5,0,1005,1,1
1,2013,357,1500,1,197.9,186.7,75.7,-5.778,11.82,91.4,0,1004,1,1
1,2013,357,1530,1,129.1,118.8,47.38,-3.384,11.73,92.3,0,1004,1,1
1,2013,357,1600,1,178.7,167.1,71.9,-2.788,11.44,96.6,0,1004,1,1
1,2013,357,1630,1,167.6,155.5,67.97,-4.468,11.86,95.5,0,1003,1,1
1,2013,357,1700,1,89.8,80,33.91,-4.899,12.19,93.2,0,1003,1,1
1,2013,357,1730,1,43.32,35.1,13.65,-2.93,12.16,94.5,0.203,1003,1,1
1,2013,357,1800,1,24.2,16.87,5.308,-1.82,11.95,96.3,0,1003,1,1
1,2013,357,1830,1,0,4.159,0,-1.198,11.79,97.5,0,1003,1,1
1,2013,357,1900,1,0,3.014,0,-0.985,11.73,98.3,0.406,1003,1,1
1,2013,357,1930,1,0,3.166,0,-2.965,11.64,98.5,0,1003,1,1
1,2013,357,2000,1,0,3.251,0,-3.808,11.59,98.3,0,1002,1,1
1,2013,357,2030,1,0,3.251,0,-1.727,11.49,98.3,0,1002,1,1
1,2013,357,2100,1,0,2.975,0,-1.323,11.39,98.6,0.203,1002,1,1
1,2013,357,2130,1,0,3.109,0,-0.956,11.33,98.8,0,1002,1,1
1,2013,357,2200,1,0,3.12,0,-1.058,11.38,98.9,0,1002,1,1
1,2013,357,2230,1,0,3.248,0,-1.037,11.43,99,0,1001,1,1
1,2013,357,2300,1,0,3.183,0,-1.001,11.41,99.1,0,1001,1,1
1,2013,357,2330,1,0,3.285,0,-0.862,11.41,99.2,0.203,1001,1,1
1,2013,357,0000,1,0,3.064,0,-0.742,11.41,99.3,0.203,1000,1,1
1,2013,358,0030,1,0,2.935,0,-0.736,11.48,99.4,0.406,1000,1,1
1,2013,358,100,1,0,3.105,0,-0.832,11.52,99.5,0.203,999,1,1
1,2013,358,130,1,0,3.153,0,-0.79,11.48,99.5,0,999,1,1
1,2013,358,200,1,0,3.053,0,-0.817,11.63,99.5,0,998,1,1
1,2013,358,230,1,0,3.244,0,-0.653,11.75,99.5,0.203,998,1,1
1,2013,358,300,1,0,3.187,0,-0.663,11.87,99.6,0,997,1,1
1,2013,358,330,1,0,3.292,0,-0.631,11.95,99.7,0.203,997,1,1
1,2013,358,400,1,0,3.17,0,-0.586,12.07,99.7,0.203,997,1,1
1,2013,358,430,1,0,2.94,0,-1.09,12.35,99.7,0.812,997,1,1
1,2013,358,500,1,0,3.112,0,-1.375,12.38,99.7,0.406,996,1,1
1,2013,358,530,1,0,3.149,0,-1.121,12.37,99.6,1.015,995,1,1
1,2013,358,600,1,0,3.227,0,-1.418,12.4,99.5,1.421,995,1,1
1,2013,358,630,1,0,3.259,0,-1.272,12.57,99.4,0.406,994,1,1
1,2013,358,700,1,0,2.959,0,-1.67,12.73,99.2,0.203,994,1,1
1,2013,358,730,1,0,3.162,0,-2.232,12.84,98.7,0.203,994,1,1
1,2013,358,800,1,0,3.216,0,-2.3,12.98,98.2,0,994,1,1
1,2013,358,830,1,0,3.264,0,-1.66,12.92,97.9,0.406,993,1,1
1,2013,358,900,1,0,3.888,0,-2.865,12.81,98.4,0.812,993,1,1
1,2013,358,930,1,18.93,11.65,3.727,-4.662,12.82,97.7,0.812,993,1,1
1,2013,358,1000,1,28.85,21.26,7.94,-5.281,12.71,97.7,0,993,1,1
1,2013,358,1030,1,47.67,39.19,15.27,-3.272,12.72,97.7,0.406,993,1,1
1,2013,358,1100,1,66.88,57.85,23.2,-4.619,12.87,96.2,0,992,1,1
1,2013,358,1130,1,80.1,70.8,28.54,-4.06,12.92,94.4,0,992,1,1
1,2013,358,1200,1,139.6,128.8,51.86,-4.869,13.06,93.3,0.406,992,1,1
1,2013,358,1230,1,189.6,177.5,71.7,-4.367,12.99,95,0,991,1,1
1,2013,358,1300,1,129.9,119.2,47.08,-3.948,13.05,96.1,0.203,990,1,1
1,2013,358,1330,1,83.1,73.5,27.41,-3.015,13.2,96.2,0.406,989,1,1
1,2013,358,1400,1,70.3,60.99,22.16,-2.057,13.25,97.1,0.609,989,1,1
1,2013,358,1430,1,95.8,86,32.31,-1.939,13.34,97.7,1.624,988,1,1
1,2013,358,1500,1,95.2,85.1,32.91,-5.237,13.78,95.4,1.015,987,1,1
1,2013,358,1530,1,99.5,89.5,34.82,-3.668,13.72,95.9,1.218,987,1,1
1,2013,358,1600,1,73.7,64.4,24.64,-2.091,13.72,97.2,1.015,987,1,1
1,2013,358,1630,1,76.7,67.35,27.14,-2.624,13.79,97.2,0.406,987,1,1
1,2013,358,1700,1,38.15,30.31,11.41,-1.312,13.91,97.7,1.015,986,1,1
1,2013,358,1730,1,23.94,16.86,6.249,-1.793,14.22,97.5,0.203,985,1,1
1,2013,358,1800,1,0,6.232,0,-1.694,14.33,97.3,2.233,985,1,1
1,2013,358,1830,1,0,3.144,0,-4.073,14.39,97.3,5.075,985,1,1
1,2013,358,1900,1,0,3.229,0,-8.89,13.46,95.4,2.436,986,1,1
1,2013,358,1930,1,0,3.272,0,-10.34,12.7,93.8,1.421,985,1,1
1,2013,358,2000,1,0,3.109,0,-3.669,13.49,96,1.827,985,1,1
1,2013,358,2030,1,0,3.201,0,-6.199,13.46,97.9,7.31,985,1,1
1,2013,358,2100,1,0,3.196,0,-24.47,13.71,96,0.203,986,1,1
1,2013,358,2130,1,0,3.098,0,-26.73,13.61,93.8,0,986,1,1
1,2013,358,2200,1,0,3.024,0,-23.58,13.64,90.2,0,986,1,1
1,2013,358,2230,1,0,2.99,0,-7.08,13.25,91.3,0,986,1,1
1,2013,358,2300,1,0,2.953,0,-4.94,12.64,96,0,986,1,1
1,2013,358,2330,1,0,3.072,0,-17.65,11.96,96.2,0.203,985,1,1
1,2013,358,0000,1,0,3.188,0,-25.47,11.63,97.6,0,985,1,1
1,2013,359,0030,1,0,3.303,0,-12.99,11.98,91.4,0,985,1,1
1,2013,359,100,1,0,3.062,0,-14.16,11.96,91,0,985,1,1
1,2013,359,130,1,0,2.998,0,-7.73,11.66,91.8,0,985,1,1
1,2013,359,200,1,0,3.144,0,-7.81,11,92.2,0,985,1,1
1,2013,359,230,1,0,3.24,0,-13.41,10.77,93.4,0,985,1,1
1,2013,359,300,1,0,3.175,0,-23.03,10.56,93.3,0,984,1,1
1,2013,359,330,1,0,3.04,0,-7.61,10.25,95.6,0,984,1,1
1,2013,359,400,1,0,3.175,0,-10.02,10.21,97,0,984,1,1
1,2013,359,430,1,0,3.138,0,-6.733,10.4,96.6,0,984,1,1
1,2013,359,500,1,0,3.059,0,-13.6,10.56,96.2,0,984,1,1
1,2013,359,530,1,0,3.168,0,-8.37,10.63,95.7,0.609,983,1,1
1,2013,359,600,1,0,3.111,0,-3.615,10.51,97.9,1.218,983,1,1
1,2013,359,630,1,0,3.077,0,-3.15,10.52,98.6,0.609,982,1,1
1,2013,359,700,1,0,3.157,0,-5.215,10.5,98.7,0.609,982,1,1
1,2013,359,730,1,0,3.274,0,-7.58,10.41,98.5,0.203,982,1,1
1,2013,359,800,1,0,2.964,0,-11.35,10.43,98,0,982,1,1
1,2013,359,830,1,0,3.098,0,-12.77,10.75,96.3,0,982,1,1
1,2013,359,900,1,0,7.22,0,-9.22,9.61,95.8,1.015,982,1,1
1,2013,359,930,1,0,8.89,0,-10.26,9.61,95.7,0.609,982,1,1
1,2013,359,1000,1,59.48,50.72,19.33,-8.56,9.51,95.9,0.406,984,1,1
1,2013,359,1030,1,85.5,76.2,31.17,-8.8,9.19,97,0.609,984,1,1
1,2013,359,1100,1,81.9,72.3,29.39,-14.59,9.06,96,0.609,984,1,1
1,2013,359,1130,1,304.7,243,117.4,-14.88,9.25,96.8,0.609,984,1,1
1,2013,359,1200,1,413.6,373.1,169.6,-23.88,9.61,92.7,1.015,985,1,1
1,2013,359,1230,1,199.2,183,79.1,-15.16,9.75,90.6,1.218,985,1,1
1,2013,359,1300,1,170.4,157,66.12,-15.49,9.21,90.1,0.609,985,1,1
1,2013,359,1330,1,414.3,262.7,153.4,-24.54,7.91,92.9,0.609,986,1,1
1,2013,359,1400,1,660.8,491.8,258.3,-48.82,8.58,90.7,0.406,986,1,1
1,2013,359,1430,1,923,281.6,303.1,-82.8,9.96,86.6,0.406,986,1,1
1,2013,359,1500,1,324.9,206.3,106.5,-65.64,10.09,83.8,0.406,986,1,1
1,2013,359,1530,1,372.9,254.1,119.9,-66.08,10.12,82.7,0.406,986,1,1
1,2013,359,1600,1,646,365.8,212,-65.17,11.21,76.7,0.406,987,1,1
1,2013,359,1630,1,397.8,232.3,124.7,-72.7,11.31,68.91,0.203,987,1,1
1,2013,359,1700,1,153.8,107.8,47.37,-38.8,10.38,68.33,0.406,987,1,1
1,2013,359,1730,1,143.9,95.1,36.97,-55.52,8.74,78.3,0.203,988,1,1
1,2013,359,1800,1,73.9,55.04,20.32,-52.85,9.2,75.1,0.203,989,1,1
1,2013,359,1830,1,0,5.879,0,-36.95,8.96,77.3,0.203,989,1,1
1,2013,359,1900,1,0,3.135,0,-20.75,8.59,80.2,0.203,989,1,1
1,2013,359,1930,1,0,3.148,0,-50.1,8.31,81.7,0,989,1,1
1,2013,359,2000,1,0,2.972,0,-14.32,8.2,82.8,0,990,1,1
1,2013,359,2030,1,0,3.094,0,-35.1,8.09,84,0,991,1,1
1,2013,359,2100,1,0,3.188,0,-49.67,8.08,84.5,0,991,1,1
1,2013,359,2130,1,0,3.066,0,-18.95,7.88,85.2,0,991,1,1
1,2013,359,2200,1,0,3.127,0,-20.55,7.71,86.8,0.203,992,1,1
1,2013,359,2230,1,0,2.987,0,-40.76,7.75,87.7,0,992,1,1
1,2013,359,2300,1,0,3.198,0,-62.33,7.34,90.3,0,992,1,1
1,2013,359,2330,1,0,3.075,0,-64.02,7.23,91.4,0,992,1,1
1,2013,359,0000,1,0,3.124,0,-33.97,7.34,91.2,0,993,1,1
1,2013,360,0030,1,0,3.016,0,-32.95,7.49,91.4,0,993,1,1
1,2013,360,100,1,0,3.185,0,-11.52,8.14,90.4,0.203,994,1,1
1,2013,360,130,1,0,2.988,0,-40.13,8.07,92.4,0.203,994,1,1
1,2013,360,200,1,0,3.009,0,-43.23,7.69,95.3,0,994,1,1
1,2013,360,230,1,0,3.174,0,-15.17,7.78,95.9,0,994,1,1
1,2013,360,300,1,0,3.068,0,-39.7,8,95.3,0,994,1,1
1,2013,360,330,1,0,3.007,0,-20.38,8.04,95.1,0,995,1,1
1,2013,360,400,1,0,3.19,0,-26.2,8.05,94.9,0,995,1,1
1,2013,360,430,1,0,3.099,0,-46.43,7.89,94.7,0,996,1,1
1,2013,360,500,1,0,3.042,0,-47.19,7.56,95.8,0,996,1,1
1,2013,360,530,1,0,3.129,0,-46.61,7.33,95.5,0,996,1,1
1,2013,360,600,1,0,3.014,0,-46.91,7.35,94.2,0,996,1,1
1,2013,360,630,1,0,3.137,0,-46.65,7.47,93.3,0,997,1,1
1,2013,360,700,1,0,3.077,0,-29.5,7.25,93.9,0,997,1,1
1,2013,360,730,1,0,3.092,0,-49.4,7.03,95.6,0,997,1,1
1,2013,360,800,1,0,3.066,0,-50.74,7.3,95,0,998,1,1
1,2013,360,830,1,0,3.224,0,-50.86,7.35,94.9,0,998,1,1
1,2013,360,900,1,0,19.21,0,-48.93,7.12,95.2,0,998,1,1
1,2013,360,930,1,84.7,68.5,29.72,-29,7.21,95.4,0,999,1,1
1,2013,360,1000,1,168.8,125.4,56.46,-33.68,7.76,94.3,0,999,1,1
1,2013,360,1030,1,452.4,187.6,137.9,-56.52,8.82,92.1,0,1000,1,1
1,2013,360,1100,1,626.4,212.8,208.8,-62.37,10.12,88.7,0,1000,1,1
1,2013,360,1130,1,687.2,311.7,239.9,-58.14,11.07,85.3,0,1001,1,1
1,2013,360,1200,1,597.6,417.8,226.3,-34.28,11.72,84.1,0,1001,1,1
1,2013,360,1230,1,379.4,340.5,148.8,-19.63,12.05,82.8,0,1001,1,1
1,2013,360,1300,1,575.6,517.7,228.7,-25.83,12.49,81.2,0,1001,1,1
1,2013,360,1330,1,840,429.3,296.6,-56.13,13.2,77.9,0,1001,1,1
1,2013,360,1400,1,604.4,433.3,230,-40.92,13.21,75.9,0,1000,1,1
1,2013,360,1430,1,307.5,292.6,125.6,-17.96,12.78,79.5,0,1000,1,1
1,2013,360,1500,1,351.2,329.3,142.2,-19.61,12.89,80.9,0,1000,1,1
1,2013,360,1530,1,318.4,290.6,121.7,-16.54,12.76,83.9,0,1000,1,1
1,2013,360,1600,1,196.7,181.1,76.8,-14.89,13.03,82.8,0,1000,1,1
1,2013,360,1630,1,110.9,100.4,39.06,-7.29,12.08,87.5,0,1000,1,1
1,2013,360,1700,1,152,136.8,58.83,-14.56,12.57,84.5,0,1000,1,1
1,2013,360,1730,1,45.81,37.55,14.53,-10.23,12.6,85.9,0,1000,1,1
1,2013,360,1800,1,35,27.05,10.64,-11.63,12.49,87,0,1000,1,1
1,2013,360,1830,1,0,5.158,0,-9.08,12.4,87.8,0,1000,1,1
1,2013,360,1900,1,0,3.037,0,-8.41,12.36,88.6,0,1000,1,1
1,2013,360,1930,1,0,3.174,0,-9.1,12.4,88.6,0,1000,1,1
1,2013,360,2000,1,0,3.064,0,-12.09,12.4,88.9,0,1001,1,1
1,2013,360,2030,1,0,3.224,0,-9.21,12.31,89.7,0,1001,1,1
1,2013,360,2100,1,0,3.279,0,-6.702,12.22,90.3,0,1001,1,1
1,2013,360,2130,1,0,3.166,0,-7.15,12.16,91.7,0,1001,1,1
1,2013,360,2200,1,0,3.279,0,-7.39,12.14,92.9,0,1001,1,1
1,2013,360,2230,1,0,3.32,0,-6.837,12.18,93.5,0,1001,1,1
1,2013,360,2300,1,0,3.248,0,-6.303,12.2,93.7,0,1001,1,1
1,2013,360,2330,1,0,3.122,0,-12.91,12.25,93.7,0,1001,1,1
1,2013,360,0000,1,0,3.014,0,-13.99,12.33,93.8,0,1001,1,1
1,2013,361,0030,1,0,2.968,0,-8.65,12.43,93.2,0,1001,1,1
1,2013,361,100,1,0,2.933,0,-13.33,12.48,92.6,0,1001,1,1
1,2013,361,130,1,0,2.888,0,-13.55,12.47,92.9,0,1000,1,1
1,2013,361,200,1,0,2.914,0,-12.8,12.4,93.5,0,1000,1,1
1,2013,361,230,1,0,2.957,0,-10.26,12.34,94.2,0,999,1,1
1,2013,361,300,1,0,3.016,0,-3.831,12.4,95.1,0,999,1,1
1,2013,361,330,1,0,3.081,0,-3.747,12.53,95.9,0,999,1,1
1,2013,361,400,1,0,3.172,0,-4.984,12.53,96.3,0,999,1,1
1,2013,361,430,1,0,3.224,0,-7.73,12.55,96.7,0,999,1,1
1,2013,361,500,1,0,3.109,0,-9.41,12.56,96.4,0,998,1,1
1,2013,361,530,1,0,3.09,0,-7.48,12.67,95.7,0,998,1,1
1,2013,361,600,1,0,3.207,0,-8.28,12.67,95.6,0,998,1,1
1,2013,361,630,1,0,3.322,0,-6.007,12.71,95.5,0,998,1,1
1,2013,361,700,1,0,3.179,0,-3.648,12.67,96.1,0,997,1,1
1,2013,361,730,1,0,3.286,0,-6.117,12.7,96.7,0,997,1,1
1,2013,361,800,1,0,3.309,0,-6.607,12.62,96.9,0,997,1,1
1,2013,361,830,1,0,3.087,0,-3.358,12.49,97.5,0,997,1,1
1,2013,361,900,1,0,6.828,0,-2.615,12.42,97.9,0.203,997,1,1
1,2013,361,930,1,30.1,22.48,8.16,-1.074,12.31,98.5,0.406,997,1,1
1,2013,361,1000,1,82.7,73.1,30.23,-2.624,12.31,99,0.406,997,1,1
1,2013,361,1030,1,184,171.9,73.3,-9.26,12.41,99.2,0,997,1,1
1,2013,361,1100,1,466.1,432.9,192.4,-12.36,12.78,99.2,0,997,1,1
1,2013,361,1130,1,265.5,251.1,108.5,-4.072,12.9,99.1,0,997,1,1
